GISJOIN,YEAR,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,RES_TRSTA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E3N001,E3N002,E3N003,E3N004,E3N005,E3N006,E3N007,E3N008,E3N009
GIS Join Match Code,Data File Year,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Reservation/Trust Lands Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,County Name,County Code,County Subdivision Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,5-Digit ZIP Code Code,Congressional District (103rd) Code,Area Name/PSAD Term/Part Indicator,Native (001-099): Born in State of residence,"Native (001-099): Born in other State in the United States (001-059): Northeast (009, 023, 025, 033-034, 036, 042-044, 050)","Native (001-099): Born in other State in the United States (001-059): Midwest (017-020, 026-027, 029, 031, 038-039, 046, 055)","Native (001-099): Born in other State in the United States (001-059): South (001, 005, 010-014, 021-022, 024, 028, 037, 040, 045, 047-048, 051-052, 054)","Native (001-099): Born in other State in the United States (001-059): West (002-004, 006-008, 015-016, 030, 032, 035, 041, 049, 053, 056-059)",Native (001-099): Born outside the United States (060-099): Puerto Rico (072-075),"Native (001-099): Born outside the United States (060-099): U.S. outlying area (060-071, 076-099)",Native (001-099): Born outside the United States (060-099): Born abroad of American parent(s),Foreign born (100-999)
"G5101270","1990",,,,,,,,,,"New Kent","127",,"5","6760",,"9999","3","Virginia","51",,,,,"New Kent County",7499,813,408,1379,161,15,0,61,109
"G5101310","1990",,,,,,,,,,"Northampton","131",,"5","9999",,"9999","3","Virginia","51",,,,,"Northampton County",10168,980,264,1236,122,9,0,48,234
"G5101330","1990",,,,,,,,,,"Northumberland","133",,"5","9999",,"9999","3","Virginia","51",,,,,"Northumberland County",8185,518,401,1233,92,0,0,23,72
"G5101350","1990",,,,,,,,,,"Nottoway","135",,"5","9999",,"9999","3","Virginia","51",,,,,"Nottoway County",12355,652,348,1359,123,6,29,25,96
"G5101370","1990",,,,,,,,,,"Orange","137",,"5","9999",,"9999","3","Virginia","51",,,,,"Orange County",14337,2035,1073,3185,311,24,0,129,327
"G5101390","1990",,,,,,,,,,"Page","139",,"5","9999",,"9999","3","Virginia","51",,,,,"Page County",17906,872,460,1957,205,0,5,61,224
"G5101410","1990",,,,,,,,,,"Patrick","141",,"5","9999",,"9999","3","Virginia","51",,,,,"Patrick County",13078,599,281,3309,130,3,0,0,73
"G5101430","1990",,,,,,,,,,"Pittsylvania","143",,"5","1950",,"9999","3","Virginia","51",,,,,"Pittsylvania County",48261,1259,770,4842,309,0,8,67,139
"G5101450","1990",,,,,,,,,,"Powhatan","145",,"5","6760",,"9999","3","Virginia","51",,,,,"Powhatan County",11332,922,465,2216,167,0,0,51,175
"G5101470","1990",,,,,,,,,,"Prince Edward","147",,"5","9999",,"9999","3","Virginia","51",,,,,"Prince Edward County",12392,1589,424,2285,275,17,0,107,231
"G5101490","1990",,,,,,,,,,"Prince George","149",,"5","6760",,"9999","3","Virginia","51",,,,,"Prince George County",13220,2320,1971,6411,1120,116,56,1036,1144
"G5101530","1990",,,,,,,,,,"Prince William","153",,"5","8840",,"9999","3","Virginia","51",,,,,"Prince William County",70079,36835,21153,54293,13596,847,229,5207,13447
"G5101550","1990",,,,,,,,,,"Pulaski","155",,"5","9999",,"9999","3","Virginia","51",,,,,"Pulaski County",27802,821,779,4459,373,25,9,76,152
"G5101570","1990",,,,,,,,,,"Rappahannock","157",,"5","9999",,"9999","3","Virginia","51",,,,,"Rappahannock County",4434,626,312,905,150,7,0,70,118
"G5101590","1990",,,,,,,,,,"Richmond","159",,"5","9999",,"9999","3","Virginia","51",,,,,"Richmond County",6074,224,161,727,11,0,0,26,50
"G5101610","1990",,,,,,,,,,"Roanoke","161",,"5","6800",,"9999","3","Virginia","51",,,,,"Roanoke County",53886,5517,4767,11915,1230,0,0,547,1470
"G5101630","1990",,,,,,,,,,"Rockbridge","163",,"5","9999",,"9999","3","Virginia","51",,,,,"Rockbridge County",14386,1135,488,1823,264,6,0,55,193
"G5101650","1990",,,,,,,,,,"Rockingham","165",,"5","9999",,"9999","3","Virginia","51",,,,,"Rockingham County",44114,2971,2089,6515,757,29,0,331,676
"G5101670","1990",,,,,,,,,,"Russell","167",,"5","9999",,"9999","3","Virginia","51",,,,,"Russell County",24590,178,533,3190,78,0,0,53,45
"G5101690","1990",,,,,,,,,,"Scott","169",,"5","3660",,"9999","3","Virginia","51",,,,,"Scott County",12652,170,528,9702,73,5,0,33,41
"G5101710","1990",,,,,,,,,,"Shenandoah","171",,"5","9999",,"9999","3","Virginia","51",,,,,"Shenandoah County",22901,2252,1074,4420,445,2,0,188,354
"G5101730","1990",,,,,,,,,,"Smyth","173",,"5","9999",,"9999","3","Virginia","51",,,,,"Smyth County",26555,652,612,4178,234,0,10,64,65
"G5101750","1990",,,,,,,,,,"Southampton","175",,"5","9999",,"9999","3","Virginia","51",,,,,"Southampton County",14017,751,298,2198,114,6,48,40,78
"G5101770","1990",,,,,,,,,,"Spotsylvania","177",,"5","9999",,"9999","3","Virginia","51",,,,,"Spotsylvania County",31320,6791,4109,10931,2431,92,18,685,1026
"G5101790","1990",,,,,,,,,,"Stafford","179",,"5","8840",,"9999","3","Virginia","51",,,,,"Stafford County",27813,7869,5087,14190,3164,119,66,1095,1833
"G5101810","1990",,,,,,,,,,"Surry","181",,"5","9999",,"9999","3","Virginia","51",,,,,"Surry County",5208,264,95,519,25,0,0,14,20
"G5101830","1990",,,,,,,,,,"Sussex","183",,"5","9999",,"9999","3","Virginia","51",,,,,"Sussex County",9012,290,139,730,42,0,0,5,30
"G5101850","1990",,,,,,,,,,"Tazewell","185",,"5","9999",,"9999","3","Virginia","51",,,,,"Tazewell County",30441,708,1064,13095,341,0,0,100,211
"G5101870","1990",,,,,,,,,,"Warren","187",,"5","9999",,"9999","3","Virginia","51",,,,,"Warren County",17289,1896,1182,4688,537,13,7,176,354
"G5101910","1990",,,,,,,,,,"Washington","191",,"5","3660",,"9999","3","Virginia","51",,,,,"Washington County",32687,1237,1287,9948,372,8,2,84,262
"G5101930","1990",,,,,,,,,,"Westmoreland","193",,"5","9999",,"9999","3","Virginia","51",,,,,"Westmoreland County",10879,877,632,2633,179,10,4,53,213
"G5101950","1990",,,,,,,,,,"Wise","195",,"5","9999",,"9999","3","Virginia","51",,,,,"Wise County",31632,323,1459,5648,198,8,1,103,201
"G5101970","1990",,,,,,,,,,"Wythe","197",,"5","9999",,"9999","3","Virginia","51",,,,,"Wythe County",20821,727,592,2803,254,0,0,63,206
"G5101990","1990",,,,,,,,,,"York","199",,"5","5720",,"9999","3","Virginia","51",,,,,"York County",17272,5394,4131,10276,2625,36,47,1249,1392
"G5105100","1990",,,,,,,,,,"Alexandria City","510",,"5","8840",,"9999","3","Virginia","51",,,,,"Alexandria city",24520,20291,11818,29053,5372,326,89,1716,17998
"G5105150","1990",,,,,,,,,,"Bedford City","515",,"5","9999",,"9999","3","Virginia","51",,,,,"Bedford city",4650,388,175,630,88,0,0,37,105
"G5105200","1990",,,,,,,,,,"Bristol City","520",,"5","3660",,"9999","3","Virginia","51",,,,,"Bristol city",9534,513,692,7238,225,0,0,72,152
"G5105300","1990",,,,,,,,,,"Buena Vista City","530",,"5","9999",,"9999","3","Virginia","51",,,,,"Buena Vista city",5373,222,138,496,75,0,0,48,54
"G5105400","1990",,,,,,,,,,"Charlottesville City","540",,"5","1540",,"9999","3","Virginia","51",,,,,"Charlottesville city",23609,4879,2541,6098,1179,34,0,549,1452
"G5105500","1990",,,,,,,,,,"Chesapeake City","550",,"5","5720",,"9999","3","Virginia","51",,,,,"Chesapeake city",88296,15402,8728,30689,4349,206,107,1547,2652
"G5105600","1990",,,,,,,,,,"Clifton Forge City","560",,"5","9999",,"9999","3","Virginia","51",,,,,"Clifton Forge city",3638,183,174,607,53,0,0,17,7
"G5105700","1990",,,,,,,,,,"Colonial Heights City","570",,"5","6760",,"9999","3","Virginia","51",,,,,"Colonial Heights city",9706,1227,958,2826,327,13,4,333,670
"G5105800","1990",,,,,,,,,,"Covington City","580",,"5","9999",,"9999","3","Virginia","51",,,,,"Covington city",5686,142,156,931,24,0,5,0,47
"G5105900","1990",,,,,,,,,,"Danville City","590",,"5","1950",,"9999","3","Virginia","51",,,,,"Danville city",41203,2011,826,8192,335,13,0,117,359
"G5105950","1990",,,,,,,,,,"Emporia City","595",,"5","9999",,"9999","3","Virginia","51",,,,,"Emporia city",4076,166,92,870,22,5,0,13,62
"G5106000","1990",,,,,,,,,,"Fairfax City","600",,"5","8840",,"9999","3","Virginia","51",,,,,"Fairfax city",5414,3439,2157,4275,970,62,12,393,2900
"G5106100","1990",,,,,,,,,,"Falls Church City","610",,"5","8840",,"9999","3","Virginia","51",,,,,"Falls Church city",1902,1852,1435,2591,635,10,0,145,1008
"G5106200","1990",,,,,,,,,,"Franklin City","620",,"5","9999",,"9999","3","Virginia","51",,,,,"Franklin city",6135,348,135,1161,23,0,0,23,39
"G5106300","1990",,,,,,,,,,"Fredericksburg City","630",,"5","9999",,"9999","3","Virginia","51",,,,,"Fredericksburg city",11083,2160,1195,3243,555,24,0,217,550
"G5106400","1990",,,,,,,,,,"Galax City","640",,"5","9999",,"9999","3","Virginia","51",,,,,"Galax city",5039,120,149,1215,72,18,0,11,46
"G5106500","1990",,,,,,,,,,"Hampton City","650",,"5","5720",,"9999","3","Virginia","51",,,,,"Hampton city",63370,15544,9184,33410,4846,326,233,3022,3858
"G5106600","1990",,,,,,,,,,"Harrisonburg City","660",,"5","9999",,"9999","3","Virginia","51",,,,,"Harrisonburg city",16862,3690,2343,5691,960,19,15,387,740
"G5106700","1990",,,,,,,,,,"Hopewell City","670",,"5","6760",,"9999","3","Virginia","51",,,,,"Hopewell city",14293,1390,1142,4700,415,161,10,392,598
"G5106780","1990",,,,,,,,,,"Lexington City","678",,"5","9999",,"9999","3","Virginia","51",,,,,"Lexington city",3343,983,526,1569,248,13,33,95,149
"G5106800","1990",,,,,,,,,,"Lynchburg City","680",,"5","4640",,"9999","3","Virginia","51",,,,,"Lynchburg city",46280,5827,3541,7860,972,58,22,381,1108
"G5106830","1990",,,,,,,,,,"Manassas City","683",,"5","8840",,"9999","3","Virginia","51",,,,,"Manassas city",10504,4421,2488,6625,1217,35,7,531,2129
"G5106850","1990",,,,,,,,,,"Manassas Park City","685",,"5","8840",,"9999","3","Virginia","51",,,,,"Manassas Park city",3511,857,237,1484,158,16,0,103,368
"G5106900","1990",,,,,,,,,,"Martinsville City","690",,"5","9999",,"9999","3","Virginia","51",,,,,"Martinsville city",12113,503,401,2813,110,0,11,69,142
"G5107000","1990",,,,,,,,,,"Newport News City","700",,"5","5720",,"9999","3","Virginia","51",,,,,"Newport News city",78949,18827,12720,41492,6583,746,288,3508,6932
"G5107100","1990",,,,,,,,,,"Norfolk City","710",,"5","5720",,"9999","3","Virginia","51",,,,,"Norfolk city",119360,32473,25489,59156,10801,876,392,2916,9766
"G5107200","1990",,,,,,,,,,"Norton City","720",,"5","9999",,"9999","3","Virginia","51",,,,,"Norton city",3295,85,189,608,18,4,0,0,48
"G5107300","1990",,,,,,,,,,"Petersburg City","730",,"5","6760",,"9999","3","Virginia","51",,,,,"Petersburg city",28495,2427,921,4878,432,22,88,416,707
"G5107350","1990",,,,,,,,,,"Poquoson City","735",,"5","5720",,"9999","3","Virginia","51",,,,,"Poquoson city",5748,1145,926,2141,551,5,13,245,231
"G5107400","1990",,,,,,,,,,"Portsmouth City","740",,"5","5720",,"9999","3","Virginia","51",,,,,"Portsmouth city",68003,7030,3704,20712,2137,174,74,685,1388
"G5107500","1990",,,,,,,,,,"Radford City","750",,"5","9999",,"9999","3","Virginia","51",,,,,"Radford city",10035,1306,873,2608,412,14,27,227,438
"G5107600","1990",,,,,,,,,,"Richmond City","760",,"5","6760",,"9999","3","Virginia","51",,,,,"Richmond city",143093,16029,6506,30240,2385,122,71,890,3720
"G5107700","1990",,,,,,,,,,"Roanoke City","770",,"5","6800",,"9999","3","Virginia","51",,,,,"Roanoke city",70853,4983,3678,13835,1124,32,8,369,1515
"G5107750","1990",,,,,,,,,,"Salem City","775",,"5","6800",,"9999","3","Virginia","51",,,,,"Salem city",16656,1778,1003,3506,296,11,8,97,401
"G5107800","1990",,,,,,,,,,"South Boston City","780",,"5","9999",,"9999","3","Virginia","51",,,,,"South Boston city",5713,329,127,716,50,0,0,5,57
"G5107900","1990",,,,,,,,,,"Staunton City","790",,"5","9999",,"9999","3","Virginia","51",,,,,"Staunton city",17488,1875,986,3297,323,0,6,119,367
"G5108000","1990",,,,,,,,,,"Suffolk City","800",,"5","5720",,"9999","3","Virginia","51",,,,,"Suffolk city",38988,2377,1191,8313,539,25,22,253,433
"G5108100","1990",,,,,,,,,,"Virginia Beach City","810",,"5","5720",,"9999","3","Virginia","51",,,,,"Virginia Beach city",140100,68301,43758,86968,23782,1404,722,7517,20517
"G5108200","1990",,,,,,,,,,"Waynesboro City","820",,"5","9999",,"9999","3","Virginia","51",,,,,"Waynesboro city",12858,1506,882,2350,416,30,0,107,400
"G5108300","1990",,,,,,,,,,"Williamsburg City","830",,"5","5720",,"9999","3","Virginia","51",,,,,"Williamsburg city",4232,2430,1213,2332,479,28,0,258,558
"G5108400","1990",,,,,,,,,,"Winchester City","840",,"5","9999",,"9999","3","Virginia","51",,,,,"Winchester city",12526,2000,1188,4993,551,0,0,133,556
"G5300010","1990",,,,,,,,,,"Adams","001",,"9","9999",,"9999","4","Washington","53",,,,,"Adams County",7159,104,1176,1011,2235,0,7,167,1744
"G5300030","1990",,,,,,,,,,"Asotin","003",,"9","9999",,"9999","4","Washington","53",,,,,"Asotin County",5017,285,1884,933,9189,8,0,77,212
"G5300050","1990",,,,,,,,,,"Benton","005",,"9","6740",,"9999","4","Washington","53",,,,,"Benton County",49959,3660,16623,8761,26921,19,9,950,5658
"G5300070","1990",,,,,,,,,,"Chelan","007",,"9","9999",,"9999","4","Washington","53",,,,,"Chelan County",28386,849,6608,4083,8115,14,76,483,3636
"G5300090","1990",,,,,,,,,,"Clallam","009",,"9","9999",,"9999","4","Washington","53",,,,,"Clallam County",28762,2574,8259,2981,10993,8,16,582,2289
"G5300110","1990",,,,,,,,,,"Clark","011",,"9","6442",,"8725","4","Washington","53",,,,,"Clark County",84161,7089,34496,13519,87894,23,151,2043,8677
"G5300130","1990",,,,,,,,,,"Columbia","013",,"9","9999",,"9999","4","Washington","53",,,,,"Columbia County",2255,61,377,231,725,0,0,31,344
"G5300150","1990",,,,,,,,,,"Cowlitz","015",,"9","9999",,"9999","4","Washington","53",,,,,"Cowlitz County",43290,1441,11488,4719,18153,15,30,547,2436
"G5300170","1990",,,,,,,,,,"Douglas","017",,"9","9999",,"9999","4","Washington","53",,,,,"Douglas County",14393,406,2747,2086,4159,7,18,124,2265
"G5300190","1990",,,,,,,,,,"Ferry","019",,"9","9999",,"9999","4","Washington","53",,,,,"Ferry County",3605,108,579,313,1465,0,0,84,141
"G5300210","1990",,,,,,,,,,"Franklin","021",,"9","6740",,"9999","4","Washington","53",,,,,"Franklin County",16160,593,3849,3073,7231,0,5,375,6187
"G5300230","1990",,,,,,,,,,"Garfield","023",,"9","9999",,"9999","4","Washington","53",,,,,"Garfield County",1239,25,248,64,623,0,3,11,35
"G5300250","1990",,,,,,,,,,"Grant","025",,"9","9999",,"9999","4","Washington","53",,,,,"Grant County",27623,676,6268,4365,10861,11,2,401,4551
"G5300270","1990",,,,,,,,,,"Grays Harbor","027",,"9","9999",,"9999","4","Washington","53",,,,,"Grays Harbor County",41238,1314,6760,2991,9801,9,35,314,1713
"G5300290","1990",,,,,,,,,,"Island","029",,"9","9999",,"9999","4","Washington","53",,,,,"Island County",19985,4106,10463,7292,13316,75,205,1343,3410
"G5300310","1990",,,,,,,,,,"Jefferson","031",,"9","9999",,"9999","4","Washington","53",,,,,"Jefferson County",9682,1128,3201,1137,4091,8,13,287,599
"G5300330","1990",,,,,,,,,,"King","033",,"9","7602",,"7600","4","Washington","53",,,,,"King County",688344,73822,215256,101267,266881,831,1416,18891,140611
"G5300350","1990",,,,,,,,,,"Kitsap","035",,"9","1150",,"9999","4","Washington","53",,,,,"Kitsap County",77618,11525,29332,17407,42081,186,983,2864,7735
"G5300370","1990",,,,,,,,,,"Kittitas","037",,"9","9999",,"9999","4","Washington","53",,,,,"Kittitas County",16100,595,3014,1253,4482,6,39,215,1021
"G5300390","1990",,,,,,,,,,"Klickitat","039",,"9","9999",,"9999","4","Washington","53",,,,,"Klickitat County",6651,322,1825,1188,5800,0,0,104,726
"G5300410","1990",,,,,,,,,,"Lewis","041",,"9","9999",,"9999","4","Washington","53",,,,,"Lewis County",34815,1107,7114,3503,11131,14,16,381,1277
"G5300430","1990",,,,,,,,,,"Lincoln","043",,"9","9999",,"9999","4","Washington","53",,,,,"Lincoln County",5932,137,943,301,1379,0,1,54,117
"G5300450","1990",,,,,,,,,,"Mason","045",,"9","9999",,"9999","4","Washington","53",,,,,"Mason County",20424,1255,5528,2292,7339,6,22,373,1102
"G5300470","1990",,,,,,,,,,"Okanogan","047",,"9","9999",,"9999","4","Washington","53",,,,,"Okanogan County",19702,559,3253,2122,4981,1,4,335,2393
"G5300490","1990",,,,,,,,,,"Pacific","049",,"9","9999",,"9999","4","Washington","53",,,,,"Pacific County",8600,509,2385,1158,5203,19,6,173,829
"G5300510","1990",,,,,,,,,,"Pend Oreille","051",,"9","9999",,"9999","4","Washington","53",,,,,"Pend Oreille County",4442,218,1167,568,2309,0,10,50,151
"G5300530","1990",,,,,,,,,,"Pierce","053",,"9","7602",,"8200","4","Washington","53",,,,,"Pierce County",272325,25997,81047,59460,95290,1219,1305,13966,35594
"G5300550","1990",,,,,,,,,,"San Juan","055",,"9","9999",,"9999","4","Washington","53",,,,,"San Juan County",3739,673,1704,542,2740,3,3,88,543
"G5300570","1990",,,,,,,,,,"Skagit","057",,"9","9999",,"9999","4","Washington","53",,,,,"Skagit County",44204,2525,10109,4993,13130,6,18,686,3884
"G5300590","1990",,,,,,,,,,"Skamania","059",,"9","9999",,"9999","4","Washington","53",,,,,"Skamania County",2858,205,1231,339,3438,0,0,73,145
"G5300610","1990",,,,,,,,,,"Snohomish","061",,"9","7602",,"7600","4","Washington","53",,,,,"Snohomish County",253294,15659,61037,24336,79899,103,334,5203,25777
"G5300630","1990",,,,,,,,,,"Spokane","063",,"9","7840",,"9999","4","Washington","53",,,,,"Spokane County",189062,11275,45756,19044,79719,116,240,4339,11813
"G5300650","1990",,,,,,,,,,"Stevens","065",,"9","9999",,"9999","4","Washington","53",,,,,"Stevens County",17304,908,3440,1482,6922,0,44,315,533
"G5300670","1990",,,,,,,,,,"Thurston","067",,"9","5910",,"9999","4","Washington","53",,,,,"Thurston County",77720,6783,22151,12093,30881,165,231,3408,7806
"G5300690","1990",,,,,,,,,,"Wahkiakum","069",,"9","9999",,"9999","4","Washington","53",,,,,"Wahkiakum County",1720,36,299,144,979,0,0,18,131
"G5300710","1990",,,,,,,,,,"Walla Walla","071",,"9","9999",,"9999","4","Washington","53",,,,,"Walla Walla County",23733,1267,5878,2514,11498,24,42,421,3062
"G5300730","1990",,,,,,,,,,"Whatcom","073",,"9","0860",,"9999","4","Washington","53",,,,,"Whatcom County",69105,4706,15271,6015,20667,34,96,1953,9933
"G5300750","1990",,,,,,,,,,"Whitman","075",,"9","9999",,"9999","4","Washington","53",,,,,"Whitman County",19851,1321,4064,1877,8451,20,56,471,2664
"G5300770","1990",,,,,,,,,,"Yakima","077",,"9","9260",,"9999","4","Washington","53",,,,,"Yakima County",103730,2241,20774,14210,25965,52,26,1425,20400
"G5400010","1990",,,,,,,,,,"Barbour","001",,"5","9999",,"9999","3","West Virginia","54",,,,,"Barbour County",12820,869,945,779,140,5,5,55,81
"G5400030","1990",,,,,,,,,,"Berkeley","003",,"5","9999",,"9999","3","West Virginia","54",,,,,"Berkeley County",33923,4379,2414,17005,688,10,25,218,591
"G5400050","1990",,,,,,,,,,"Boone","005",,"5","9999",,"9999","3","West Virginia","54",,,,,"Boone County",22957,367,1148,1201,101,5,0,37,54
"G5400070","1990",,,,,,,,,,"Braxton","007",,"5","9999",,"9999","3","West Virginia","54",,,,,"Braxton County",11144,340,776,642,54,0,1,13,28
"G5400090","1990",,,,,,,,,,"Brooke","009",,"5","8080",,"9999","3","West Virginia","54",,,,,"Brooke County",16368,2952,6288,712,162,0,7,88,415
"G5400110","1990",,,,,,,,,,"Cabell","011",,"5","3400",,"9999","3","West Virginia","54",,,,,"Cabell County",74718,2857,8048,8604,1061,6,0,362,1171
"G5400130","1990",,,,,,,,,,"Calhoun","013",,"5","9999",,"9999","3","West Virginia","54",,,,,"Calhoun County",6698,323,589,148,75,0,0,10,42
"G5400150","1990",,,,,,,,,,"Clay","015",,"5","9999",,"9999","3","West Virginia","54",,,,,"Clay County",8838,186,533,347,38,0,0,35,6
"G5400170","1990",,,,,,,,,,"Doddridge","017",,"5","9999",,"9999","3","West Virginia","54",,,,,"Doddridge County",5714,243,498,406,41,0,0,34,58
"G5400190","1990",,,,,,,,,,"Fayette","019",,"5","9999",,"9999","3","West Virginia","54",,,,,"Fayette County",40575,1050,2028,3476,306,0,0,114,403
"G5400210","1990",,,,,,,,,,"Gilmer","021",,"5","9999",,"9999","3","West Virginia","54",,,,,"Gilmer County",6224,292,599,430,57,0,0,11,56
"G5400230","1990",,,,,,,,,,"Grant","023",,"5","9999",,"9999","3","West Virginia","54",,,,,"Grant County",7304,218,211,2592,37,0,0,36,30
"G5400250","1990",,,,,,,,,,"Greenbrier","025",,"5","9999",,"9999","3","West Virginia","54",,,,,"Greenbrier County",26866,981,1249,4852,414,0,0,65,266
"G5400270","1990",,,,,,,,,,"Hampshire","027",,"5","9999",,"9999","3","West Virginia","54",,,,,"Hampshire County",7423,913,452,7432,135,0,0,38,105
"G5400290","1990",,,,,,,,,,"Hancock","029",,"5","8080",,"9999","3","West Virginia","54",,,,,"Hancock County",17647,4052,11167,1183,279,6,0,110,789
"G5400310","1990",,,,,,,,,,"Hardy","031",,"5","9999",,"9999","3","West Virginia","54",,,,,"Hardy County",6708,315,222,3632,46,0,0,18,36
"G5400330","1990",,,,,,,,,,"Harrison","033",,"5","9999",,"9999","3","West Virginia","54",,,,,"Harrison County",59189,2972,2624,3175,589,0,0,221,601
"G5400350","1990",,,,,,,,,,"Jackson","035",,"5","9999",,"9999","3","West Virginia","54",,,,,"Jackson County",21741,576,1990,1235,275,0,0,37,84
"G5400370","1990",,,,,,,,,,"Jefferson","037",,"5","9999",,"9999","3","West Virginia","54",,,,,"Jefferson County",16699,2924,1766,13044,720,12,10,154,597
"G5400390","1990",,,,,,,,,,"Kanawha","039",,"5","1480",,"9999","3","West Virginia","54",,,,,"Kanawha County",173081,6712,9949,13151,1991,38,23,590,2084
"G5400410","1990",,,,,,,,,,"Lewis","041",,"5","9999",,"9999","3","West Virginia","54",,,,,"Lewis County",15116,335,821,726,117,0,0,50,58
"G5400430","1990",,,,,,,,,,"Lincoln","043",,"5","9999",,"9999","3","West Virginia","54",,,,,"Lincoln County",19078,179,1325,623,106,2,0,24,45
"G5400450","1990",,,,,,,,,,"Logan","045",,"5","9999",,"9999","3","West Virginia","54",,,,,"Logan County",37666,266,1602,3010,116,6,2,59,305
"G5400470","1990",,,,,,,,,,"McDowell","047",,"5","9999",,"9999","3","West Virginia","54",,,,,"McDowell County",28532,421,908,5099,78,0,5,47,143
"G5400490","1990",,,,,,,,,,"Marion","049",,"5","9999",,"9999","3","West Virginia","54",,,,,"Marion County",48375,2987,2174,2511,525,5,0,108,564
"G5400510","1990",,,,,,,,,,"Marshall","051",,"5","9000",,"9999","3","West Virginia","54",,,,,"Marshall County",31399,1634,2558,1097,299,17,0,71,281
"G5400530","1990",,,,,,,,,,"Mason","053",,"5","9999",,"9999","3","West Virginia","54",,,,,"Mason County",17780,347,5600,1099,196,0,0,61,95
"G5400550","1990",,,,,,,,,,"Mercer","055",,"5","9999",,"9999","3","West Virginia","54",,,,,"Mercer County",50562,1180,2305,9879,395,14,0,129,516
"G5400570","1990",,,,,,,,,,"Mineral","057",,"5","1900",,"9999","3","West Virginia","54",,,,,"Mineral County",11668,1117,551,12923,241,7,0,64,126
"G5400590","1990",,,,,,,,,,"Mingo","059",,"5","9999",,"9999","3","West Virginia","54",,,,,"Mingo County",23947,231,1920,7406,118,0,0,24,93
"G5400610","1990",,,,,,,,,,"Monongalia","061",,"5","9999",,"9999","3","West Virginia","54",,,,,"Monongalia County",48717,11167,4981,6627,1180,65,6,362,2404
"G5400630","1990",,,,,,,,,,"Monroe","063",,"5","9999",,"9999","3","West Virginia","54",,,,,"Monroe County",8979,359,518,2327,168,0,0,29,26
"G5400650","1990",,,,,,,,,,"Morgan","065",,"5","9999",,"9999","3","West Virginia","54",,,,,"Morgan County",5947,1352,379,4198,96,0,6,40,110
"G5400670","1990",,,,,,,,,,"Nicholas","067",,"5","9999",,"9999","3","West Virginia","54",,,,,"Nicholas County",23804,400,1000,1194,214,0,6,45,112
"G5400690","1990",,,,,,,,,,"Ohio","069",,"5","9000",,"9999","3","West Virginia","54",,,,,"Ohio County",37704,4242,5575,2020,370,7,0,146,807
"G5400710","1990",,,,,,,,,,"Pendleton","071",,"5","9999",,"9999","3","West Virginia","54",,,,,"Pendleton County",4812,305,274,2524,95,0,4,20,20
"G5400730","1990",,,,,,,,,,"Pleasants","073",,"5","9999",,"9999","3","West Virginia","54",,,,,"Pleasants County",5626,207,1318,289,66,0,0,12,28
"G5400750","1990",,,,,,,,,,"Pocahontas","075",,"5","9999",,"9999","3","West Virginia","54",,,,,"Pocahontas County",7319,316,299,956,64,0,2,28,24
