GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GNW001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Per capita income in 1999
"G2800490","2000","3","6","Mississippi","28","Hinds","049",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Hinds County",17785
"G2800510","2000","3","6","Mississippi","28","Holmes","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holmes County",10683
"G2800530","2000","3","6","Mississippi","28","Humphreys","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Humphreys County",10926
"G2800550","2000","3","6","Mississippi","28","Issaquena","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Issaquena County",10581
"G2800570","2000","3","6","Mississippi","28","Itawamba","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Itawamba County",14956
"G2800590","2000","3","6","Mississippi","28","Jackson","059",,,,,,,,,,,,,"0920","9999","9999",,,,,,,,"Jackson County",17768
"G2800610","2000","3","6","Mississippi","28","Jasper","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",12889
"G2800630","2000","3","6","Mississippi","28","Jefferson","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",9709
"G2800650","2000","3","6","Mississippi","28","Jefferson Davis","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson Davis County",11974
"G2800670","2000","3","6","Mississippi","28","Jones","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",14820
"G2800690","2000","3","6","Mississippi","28","Kemper","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kemper County",11985
"G2800710","2000","3","6","Mississippi","28","Lafayette","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lafayette County",16406
"G2800730","2000","3","6","Mississippi","28","Lamar","073",,,,,,,,,,,,,"3285","9999","9999",,,,,,,,"Lamar County",18849
"G2800750","2000","3","6","Mississippi","28","Lauderdale","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lauderdale County",16026
"G2800770","2000","3","6","Mississippi","28","Lawrence","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",14469
"G2800790","2000","3","6","Mississippi","28","Leake","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leake County",13365
"G2800810","2000","3","6","Mississippi","28","Lee","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",18956
"G2800830","2000","3","6","Mississippi","28","Leflore","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Leflore County",12553
"G2800850","2000","3","6","Mississippi","28","Lincoln","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",13961
"G2800870","2000","3","6","Mississippi","28","Lowndes","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lowndes County",16514
"G2800890","2000","3","6","Mississippi","28","Madison","089",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Madison County",23469
"G2800910","2000","3","6","Mississippi","28","Marion","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",12301
"G2800930","2000","3","6","Mississippi","28","Marshall","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",14028
"G2800950","2000","3","6","Mississippi","28","Monroe","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",14072
"G2800970","2000","3","6","Mississippi","28","Montgomery","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",14040
"G2800990","2000","3","6","Mississippi","28","Neshoba","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Neshoba County",14964
"G2801010","2000","3","6","Mississippi","28","Newton","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newton County",14008
"G2801030","2000","3","6","Mississippi","28","Noxubee","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Noxubee County",12018
"G2801050","2000","3","6","Mississippi","28","Oktibbeha","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oktibbeha County",14998
"G2801070","2000","3","6","Mississippi","28","Panola","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Panola County",13075
"G2801090","2000","3","6","Mississippi","28","Pearl River","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pearl River County",15160
"G2801110","2000","3","6","Mississippi","28","Perry","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",12837
"G2801130","2000","3","6","Mississippi","28","Pike","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",14040
"G2801150","2000","3","6","Mississippi","28","Pontotoc","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pontotoc County",15658
"G2801170","2000","3","6","Mississippi","28","Prentiss","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prentiss County",14131
"G2801190","2000","3","6","Mississippi","28","Quitman","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Quitman County",10817
"G2801210","2000","3","6","Mississippi","28","Rankin","121",,,,,,,,,,,,,"3560","9999","9999",,,,,,,,"Rankin County",20412
"G2801230","2000","3","6","Mississippi","28","Scott","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",14013
"G2801250","2000","3","6","Mississippi","28","Sharkey","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sharkey County",11396
"G2801270","2000","3","6","Mississippi","28","Simpson","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Simpson County",13344
"G2801290","2000","3","6","Mississippi","28","Smith","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Smith County",14752
"G2801310","2000","3","6","Mississippi","28","Stone","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",14693
"G2801330","2000","3","6","Mississippi","28","Sunflower","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sunflower County",11365
"G2801350","2000","3","6","Mississippi","28","Tallahatchie","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tallahatchie County",10749
"G2801370","2000","3","6","Mississippi","28","Tate","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tate County",16154
"G2801390","2000","3","6","Mississippi","28","Tippah","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tippah County",14041
"G2801410","2000","3","6","Mississippi","28","Tishomingo","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tishomingo County",15395
"G2801430","2000","3","6","Mississippi","28","Tunica","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tunica County",11978
"G2801450","2000","3","6","Mississippi","28","Union","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",15700
"G2801470","2000","3","6","Mississippi","28","Walthall","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walthall County",12563
"G2801490","2000","3","6","Mississippi","28","Warren","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Warren County",17527
"G2801510","2000","3","6","Mississippi","28","Washington","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",13430
"G2801530","2000","3","6","Mississippi","28","Wayne","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",12757
"G2801550","2000","3","6","Mississippi","28","Webster","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Webster County",14109
"G2801570","2000","3","6","Mississippi","28","Wilkinson","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilkinson County",10868
"G2801590","2000","3","6","Mississippi","28","Winston","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winston County",14548
"G2801610","2000","3","6","Mississippi","28","Yalobusha","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yalobusha County",14953
"G2801630","2000","3","6","Mississippi","28","Yazoo","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Yazoo County",12062
"G2900010","2000","2","4","Missouri","29","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adair County",15484
"G2900030","2000","2","4","Missouri","29","Andrew","003",,,,,,,,,,,,,"7000","9999","9999",,,,,,,,"Andrew County",19375
"G2900050","2000","2","4","Missouri","29","Atchison","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Atchison County",16956
"G2900070","2000","2","4","Missouri","29","Audrain","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Audrain County",16441
"G2900090","2000","2","4","Missouri","29","Barry","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barry County",14980
"G2900110","2000","2","4","Missouri","29","Barton","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barton County",13987
"G2900130","2000","2","4","Missouri","29","Bates","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bates County",15477
"G2900150","2000","2","4","Missouri","29","Benton","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Benton County",15457
"G2900170","2000","2","4","Missouri","29","Bollinger","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bollinger County",13641
"G2900190","2000","2","4","Missouri","29","Boone","019",,,,,,,,,,,,,"1740","9999","9999",,,,,,,,"Boone County",19844
"G2900210","2000","2","4","Missouri","29","Buchanan","021",,,,,,,,,,,,,"7000","9999","9999",,,,,,,,"Buchanan County",17882
"G2900230","2000","2","4","Missouri","29","Butler","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Butler County",15721
"G2900250","2000","2","4","Missouri","29","Caldwell","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caldwell County",15343
"G2900270","2000","2","4","Missouri","29","Callaway","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Callaway County",17005
"G2900290","2000","2","4","Missouri","29","Camden","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Camden County",20197
"G2900310","2000","2","4","Missouri","29","Cape Girardeau","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cape Girardeau County",18593
"G2900330","2000","2","4","Missouri","29","Carroll","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",15522
"G2900350","2000","2","4","Missouri","29","Carter","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carter County",13349
"G2900370","2000","2","4","Missouri","29","Cass","037",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Cass County",21073
"G2900390","2000","2","4","Missouri","29","Cedar","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cedar County",14356
"G2900410","2000","2","4","Missouri","29","Chariton","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chariton County",15515
"G2900430","2000","2","4","Missouri","29","Christian","043",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Christian County",18422
"G2900450","2000","2","4","Missouri","29","Clark","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",15988
"G2900470","2000","2","4","Missouri","29","Clay","047",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Clay County",23144
"G2900490","2000","2","4","Missouri","29","Clinton","049",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Clinton County",19056
"G2900510","2000","2","4","Missouri","29","Cole","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cole County",20739
"G2900530","2000","2","4","Missouri","29","Cooper","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cooper County",15648
"G2900550","2000","2","4","Missouri","29","Crawford","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",14825
"G2900570","2000","2","4","Missouri","29","Dade","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dade County",14254
"G2900590","2000","2","4","Missouri","29","Dallas","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dallas County",15106
"G2900610","2000","2","4","Missouri","29","Daviess","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daviess County",15953
"G2900630","2000","2","4","Missouri","29","DeKalb","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"DeKalb County",12687
"G2900650","2000","2","4","Missouri","29","Dent","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dent County",14463
"G2900670","2000","2","4","Missouri","29","Douglas","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",13785
"G2900690","2000","2","4","Missouri","29","Dunklin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dunklin County",13561
"G2900710","2000","2","4","Missouri","29","Franklin","071",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Franklin County",19705
"G2900730","2000","2","4","Missouri","29","Gasconade","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gasconade County",17319
"G2900750","2000","2","4","Missouri","29","Gentry","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gentry County",15879
"G2900770","2000","2","4","Missouri","29","Greene","077",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Greene County",19185
"G2900790","2000","2","4","Missouri","29","Grundy","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grundy County",15432
"G2900810","2000","2","4","Missouri","29","Harrison","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrison County",14192
"G2900830","2000","2","4","Missouri","29","Henry","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",16468
"G2900850","2000","2","4","Missouri","29","Hickory","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hickory County",13536
"G2900870","2000","2","4","Missouri","29","Holt","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Holt County",15876
"G2900890","2000","2","4","Missouri","29","Howard","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howard County",15198
"G2900910","2000","2","4","Missouri","29","Howell","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howell County",13959
"G2900930","2000","2","4","Missouri","29","Iron","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iron County",14227
"G2900950","2000","2","4","Missouri","29","Jackson","095",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Jackson County",20788
"G2900970","2000","2","4","Missouri","29","Jasper","097",,,,,,,,,,,,,"3710","9999","9999",,,,,,,,"Jasper County",16227
"G2900990","2000","2","4","Missouri","29","Jefferson","099",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Jefferson County",19435
"G2901010","2000","2","4","Missouri","29","Johnson","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Johnson County",16037
"G2901030","2000","2","4","Missouri","29","Knox","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Knox County",13075
"G2901050","2000","2","4","Missouri","29","Laclede","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Laclede County",15572
"G2901070","2000","2","4","Missouri","29","Lafayette","107",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Lafayette County",18493
"G2901090","2000","2","4","Missouri","29","Lawrence","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lawrence County",15399
"G2901110","2000","2","4","Missouri","29","Lewis","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewis County",14746
"G2901130","2000","2","4","Missouri","29","Lincoln","113",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Lincoln County",17149
"G2901150","2000","2","4","Missouri","29","Linn","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Linn County",15378
"G2901170","2000","2","4","Missouri","29","Livingston","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Livingston County",16685
"G2901190","2000","2","4","Missouri","29","McDonald","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McDonald County",13175
"G2901210","2000","2","4","Missouri","29","Macon","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Macon County",16189
"G2901230","2000","2","4","Missouri","29","Madison","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",13215
"G2901250","2000","2","4","Missouri","29","Maries","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Maries County",15662
"G2901270","2000","2","4","Missouri","29","Marion","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",16964
"G2901290","2000","2","4","Missouri","29","Mercer","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mercer County",15140
"G2901310","2000","2","4","Missouri","29","Miller","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Miller County",15144
"G2901330","2000","2","4","Missouri","29","Mississippi","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mississippi County",13038
"G2901350","2000","2","4","Missouri","29","Moniteau","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Moniteau County",16609
"G2901370","2000","2","4","Missouri","29","Monroe","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",14695
"G2901390","2000","2","4","Missouri","29","Montgomery","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",15092
"G2901410","2000","2","4","Missouri","29","Morgan","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morgan County",15950
"G2901430","2000","2","4","Missouri","29","New Madrid","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"New Madrid County",14204
"G2901450","2000","2","4","Missouri","29","Newton","145",,,,,,,,,,,,,"3710","9999","9999",,,,,,,,"Newton County",17502
"G2901470","2000","2","4","Missouri","29","Nodaway","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nodaway County",15384
"G2901490","2000","2","4","Missouri","29","Oregon","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oregon County",12812
"G2901510","2000","2","4","Missouri","29","Osage","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osage County",17245
"G2901530","2000","2","4","Missouri","29","Ozark","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ozark County",14133
"G2901550","2000","2","4","Missouri","29","Pemiscot","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pemiscot County",12968
"G2901570","2000","2","4","Missouri","29","Perry","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Perry County",16554
"G2901590","2000","2","4","Missouri","29","Pettis","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pettis County",16251
"G2901610","2000","2","4","Missouri","29","Phelps","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phelps County",16084
"G2901630","2000","2","4","Missouri","29","Pike","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pike County",14462
"G2901650","2000","2","4","Missouri","29","Platte","165",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Platte County",26356
"G2901670","2000","2","4","Missouri","29","Polk","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Polk County",13645
"G2901690","2000","2","4","Missouri","29","Pulaski","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",14586
"G2901710","2000","2","4","Missouri","29","Putnam","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Putnam County",14647
"G2901730","2000","2","4","Missouri","29","Ralls","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ralls County",16456
"G2901750","2000","2","4","Missouri","29","Randolph","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Randolph County",15010
"G2901770","2000","2","4","Missouri","29","Ray","177",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Ray County",18685
"G2901790","2000","2","4","Missouri","29","Reynolds","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reynolds County",13065
"G2901810","2000","2","4","Missouri","29","Ripley","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ripley County",12889
"G2901830","2000","2","4","Missouri","29","St Charles","183",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Charles County",23592
"G2901850","2000","2","4","Missouri","29","St Clair","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Clair County",14025
"G2901860","2000","2","4","Missouri","29","Ste Genevieve","186",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ste. Genevieve County",17283
"G2901870","2000","2","4","Missouri","29","St Francois","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"St. Francois County",15273
"G2901890","2000","2","4","Missouri","29","St Louis","189",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Louis County",27595
"G2901950","2000","2","4","Missouri","29","Saline","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saline County",16132
"G2901970","2000","2","4","Missouri","29","Schuyler","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Schuyler County",15850
"G2901990","2000","2","4","Missouri","29","Scotland","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scotland County",14474
"G2902010","2000","2","4","Missouri","29","Scott","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",15620
"G2902030","2000","2","4","Missouri","29","Shannon","203",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shannon County",11492
"G2902050","2000","2","4","Missouri","29","Shelby","205",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",15632
"G2902070","2000","2","4","Missouri","29","Stoddard","207",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stoddard County",14656
"G2902090","2000","2","4","Missouri","29","Stone","209",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stone County",18036
"G2902110","2000","2","4","Missouri","29","Sullivan","211",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sullivan County",13392
"G2902130","2000","2","4","Missouri","29","Taney","213",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Taney County",17267
"G2902150","2000","2","4","Missouri","29","Texas","215",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Texas County",13799
"G2902170","2000","2","4","Missouri","29","Vernon","217",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Vernon County",15047
"G2902190","2000","2","4","Missouri","29","Warren","219",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"Warren County",19690
"G2902210","2000","2","4","Missouri","29","Washington","221",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",12934
"G2902230","2000","2","4","Missouri","29","Wayne","223",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",13434
"G2902250","2000","2","4","Missouri","29","Webster","225",,,,,,,,,,,,,"7920","9999","9999",,,,,,,,"Webster County",14502
"G2902270","2000","2","4","Missouri","29","Worth","227",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Worth County",14367
"G2902290","2000","2","4","Missouri","29","Wright","229",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wright County",13135
"G2905100","2000","2","4","Missouri","29","St Louis City","510",,,,,,,,,,,,,"7040","9999","9999",,,,,,,,"St. Louis city",16108
"G3000010","2000","4","8","Montana","30","Beaverhead","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beaverhead County",15621
"G3000030","2000","4","8","Montana","30","Big Horn","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Big Horn County",10792
"G3000050","2000","4","8","Montana","30","Blaine","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Blaine County",12101
"G3000070","2000","4","8","Montana","30","Broadwater","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Broadwater County",16237
"G3000090","2000","4","8","Montana","30","Carbon","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carbon County",17204
"G3000110","2000","4","8","Montana","30","Carter","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carter County",13280
"G3000130","2000","4","8","Montana","30","Cascade","013",,,,,,,,,,,,,"3040","9999","9999",,,,,,,,"Cascade County",17566
"G3000150","2000","4","8","Montana","30","Chouteau","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chouteau County",14851
"G3000170","2000","4","8","Montana","30","Custer","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Custer County",15876
"G3000190","2000","4","8","Montana","30","Daniels","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Daniels County",16055
"G3000210","2000","4","8","Montana","30","Dawson","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dawson County",15368
"G3000230","2000","4","8","Montana","30","Deer Lodge","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Deer Lodge County",15580
"G3000250","2000","4","8","Montana","30","Fallon","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fallon County",16014
"G3000270","2000","4","8","Montana","30","Fergus","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fergus County",15808
"G3000290","2000","4","8","Montana","30","Flathead","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Flathead County",18112
"G3000310","2000","4","8","Montana","30","Gallatin","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gallatin County",19074
"G3000330","2000","4","8","Montana","30","Garfield","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garfield County",13930
"G3000350","2000","4","8","Montana","30","Glacier","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Glacier County",11597
"G3000370","2000","4","8","Montana","30","Golden Valley","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Golden Valley County",13573
"G3000390","2000","4","8","Montana","30","Granite","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Granite County",16636
"G3000410","2000","4","8","Montana","30","Hill","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hill County",14935
"G3000430","2000","4","8","Montana","30","Jefferson","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",18250
"G3000450","2000","4","8","Montana","30","Judith Basin","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Judith Basin County",14291
"G3000470","2000","4","8","Montana","30","Lake","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lake County",15173
"G3000490","2000","4","8","Montana","30","Lewis And Clark","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewis and Clark County",18763
"G3000510","2000","4","8","Montana","30","Liberty","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Liberty County",14882
"G3000530","2000","4","8","Montana","30","Lincoln","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",13923
"G3000550","2000","4","8","Montana","30","McCone","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McCone County",15162
