GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GNW001
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Per capita income in 1999
"G1900590","2000","2","4","Iowa","19","Dickinson","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dickinson County",21929
"G1900610","2000","2","4","Iowa","19","Dubuque","061",,,,,,,,,,,,,"2200","9999","9999",,,,,,,,"Dubuque County",19600
"G1900630","2000","2","4","Iowa","19","Emmet","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Emmet County",16619
"G1900650","2000","2","4","Iowa","19","Fayette","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fayette County",17271
"G1900670","2000","2","4","Iowa","19","Floyd","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Floyd County",17091
"G1900690","2000","2","4","Iowa","19","Franklin","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",18767
"G1900710","2000","2","4","Iowa","19","Fremont","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fremont County",18081
"G1900730","2000","2","4","Iowa","19","Greene","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greene County",16866
"G1900750","2000","2","4","Iowa","19","Grundy","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grundy County",19142
"G1900770","2000","2","4","Iowa","19","Guthrie","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Guthrie County",19726
"G1900790","2000","2","4","Iowa","19","Hamilton","079",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamilton County",18801
"G1900810","2000","2","4","Iowa","19","Hancock","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hancock County",17957
"G1900830","2000","2","4","Iowa","19","Hardin","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hardin County",17537
"G1900850","2000","2","4","Iowa","19","Harrison","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrison County",17662
"G1900870","2000","2","4","Iowa","19","Henry","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",18192
"G1900890","2000","2","4","Iowa","19","Howard","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Howard County",17842
"G1900910","2000","2","4","Iowa","19","Humboldt","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Humboldt County",18300
"G1900930","2000","2","4","Iowa","19","Ida","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ida County",18675
"G1900950","2000","2","4","Iowa","19","Iowa","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Iowa County",18884
"G1900970","2000","2","4","Iowa","19","Jackson","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",17329
"G1900990","2000","2","4","Iowa","19","Jasper","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",19622
"G1901010","2000","2","4","Iowa","19","Jefferson","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",19579
"G1901030","2000","2","4","Iowa","19","Johnson","103",,,,,,,,,,,,,"3500","9999","9999",,,,,,,,"Johnson County",22220
"G1901050","2000","2","4","Iowa","19","Jones","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",17816
"G1901070","2000","2","4","Iowa","19","Keokuk","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Keokuk County",17120
"G1901090","2000","2","4","Iowa","19","Kossuth","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kossuth County",16598
"G1901110","2000","2","4","Iowa","19","Lee","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",18430
"G1901130","2000","2","4","Iowa","19","Linn","113",,,,,,,,,,,,,"1360","9999","9999",,,,,,,,"Linn County",22977
"G1901150","2000","2","4","Iowa","19","Louisa","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Louisa County",17644
"G1901170","2000","2","4","Iowa","19","Lucas","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lucas County",15341
"G1901190","2000","2","4","Iowa","19","Lyon","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",16081
"G1901210","2000","2","4","Iowa","19","Madison","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",19357
"G1901230","2000","2","4","Iowa","19","Mahaska","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mahaska County",18232
"G1901250","2000","2","4","Iowa","19","Marion","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",18717
"G1901270","2000","2","4","Iowa","19","Marshall","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",19176
"G1901290","2000","2","4","Iowa","19","Mills","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mills County",18736
"G1901310","2000","2","4","Iowa","19","Mitchell","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mitchell County",16809
"G1901330","2000","2","4","Iowa","19","Monona","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monona County",17477
"G1901350","2000","2","4","Iowa","19","Monroe","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",17155
"G1901370","2000","2","4","Iowa","19","Montgomery","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",16373
"G1901390","2000","2","4","Iowa","19","Muscatine","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Muscatine County",19625
"G1901410","2000","2","4","Iowa","19","O Brien","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"O'Brien County",17281
"G1901430","2000","2","4","Iowa","19","Osceola","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osceola County",16463
"G1901450","2000","2","4","Iowa","19","Page","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Page County",16670
"G1901470","2000","2","4","Iowa","19","Palo Alto","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Palo Alto County",17733
"G1901490","2000","2","4","Iowa","19","Plymouth","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Plymouth County",19442
"G1901510","2000","2","4","Iowa","19","Pocahontas","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pocahontas County",17006
"G1901530","2000","2","4","Iowa","19","Polk","153",,,,,,,,,,,,,"2120","9999","9999",,,,,,,,"Polk County",23654
"G1901550","2000","2","4","Iowa","19","Pottawattamie","155",,,,,,,,,,,,,"5920","9999","9999",,,,,,,,"Pottawattamie County",19275
"G1901570","2000","2","4","Iowa","19","Poweshiek","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Poweshiek County",18629
"G1901590","2000","2","4","Iowa","19","Ringgold","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ringgold County",15023
"G1901610","2000","2","4","Iowa","19","Sac","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sac County",16902
"G1901630","2000","2","4","Iowa","19","Scott","163",,,,,,,,,,,,,"1960","9999","9999",,,,,,,,"Scott County",21310
"G1901650","2000","2","4","Iowa","19","Shelby","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",16969
"G1901670","2000","2","4","Iowa","19","Sioux","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sioux County",16532
"G1901690","2000","2","4","Iowa","19","Story","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Story County",19949
"G1901710","2000","2","4","Iowa","19","Tama","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tama County",17097
"G1901730","2000","2","4","Iowa","19","Taylor","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Taylor County",15082
"G1901750","2000","2","4","Iowa","19","Union","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",16690
"G1901770","2000","2","4","Iowa","19","Van Buren","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Van Buren County",15748
"G1901790","2000","2","4","Iowa","19","Wapello","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wapello County",16500
"G1901810","2000","2","4","Iowa","19","Warren","181",,,,,,,,,,,,,"2120","9999","9999",,,,,,,,"Warren County",20558
"G1901830","2000","2","4","Iowa","19","Washington","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",18221
"G1901850","2000","2","4","Iowa","19","Wayne","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",15613
"G1901870","2000","2","4","Iowa","19","Webster","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Webster County",17857
"G1901890","2000","2","4","Iowa","19","Winnebago","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winnebago County",18494
"G1901910","2000","2","4","Iowa","19","Winneshiek","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winneshiek County",17047
"G1901930","2000","2","4","Iowa","19","Woodbury","193",,,,,,,,,,,,,"7720","9999","9999",,,,,,,,"Woodbury County",18771
"G1901950","2000","2","4","Iowa","19","Worth","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Worth County",16952
"G1901970","2000","2","4","Iowa","19","Wright","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wright County",18247
"G2000010","2000","2","4","Kansas","20","Allen","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allen County",15640
"G2000030","2000","2","4","Kansas","20","Anderson","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Anderson County",16458
"G2000050","2000","2","4","Kansas","20","Atchison","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Atchison County",15207
"G2000070","2000","2","4","Kansas","20","Barber","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barber County",16627
"G2000090","2000","2","4","Kansas","20","Barton","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barton County",16695
"G2000110","2000","2","4","Kansas","20","Bourbon","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bourbon County",16393
"G2000130","2000","2","4","Kansas","20","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",15163
"G2000150","2000","2","4","Kansas","20","Butler","015",,,,,,,,,,,,,"9040","9999","9999",,,,,,,,"Butler County",20150
"G2000170","2000","2","4","Kansas","20","Chase","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chase County",17422
"G2000190","2000","2","4","Kansas","20","Chautauqua","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chautauqua County",16280
"G2000210","2000","2","4","Kansas","20","Cherokee","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cherokee County",14710
"G2000230","2000","2","4","Kansas","20","Cheyenne","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cheyenne County",17862
"G2000250","2000","2","4","Kansas","20","Clark","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",17795
"G2000270","2000","2","4","Kansas","20","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",17939
"G2000290","2000","2","4","Kansas","20","Cloud","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cloud County",17536
"G2000310","2000","2","4","Kansas","20","Coffey","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coffey County",18337
"G2000330","2000","2","4","Kansas","20","Comanche","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Comanche County",17037
"G2000350","2000","2","4","Kansas","20","Cowley","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cowley County",17509
"G2000370","2000","2","4","Kansas","20","Crawford","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",16245
"G2000390","2000","2","4","Kansas","20","Decatur","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Decatur County",16348
"G2000410","2000","2","4","Kansas","20","Dickinson","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dickinson County",17780
"G2000430","2000","2","4","Kansas","20","Doniphan","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Doniphan County",14849
"G2000450","2000","2","4","Kansas","20","Douglas","045",,,,,,,,,,,,,"4150","9999","9999",,,,,,,,"Douglas County",19952
"G2000470","2000","2","4","Kansas","20","Edwards","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edwards County",17586
"G2000490","2000","2","4","Kansas","20","Elk","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elk County",16066
"G2000510","2000","2","4","Kansas","20","Ellis","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ellis County",18259
"G2000530","2000","2","4","Kansas","20","Ellsworth","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ellsworth County",16569
"G2000550","2000","2","4","Kansas","20","Finney","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Finney County",15377
"G2000570","2000","2","4","Kansas","20","Ford","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ford County",15721
"G2000590","2000","2","4","Kansas","20","Franklin","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",17311
"G2000610","2000","2","4","Kansas","20","Geary","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Geary County",16199
"G2000630","2000","2","4","Kansas","20","Gove","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gove County",17852
"G2000650","2000","2","4","Kansas","20","Graham","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Graham County",18050
"G2000670","2000","2","4","Kansas","20","Grant","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",17072
"G2000690","2000","2","4","Kansas","20","Gray","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gray County",18632
"G2000710","2000","2","4","Kansas","20","Greeley","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greeley County",19974
"G2000730","2000","2","4","Kansas","20","Greenwood","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greenwood County",15976
"G2000750","2000","2","4","Kansas","20","Hamilton","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamilton County",16484
"G2000770","2000","2","4","Kansas","20","Harper","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harper County",16368
"G2000790","2000","2","4","Kansas","20","Harvey","079",,,,,,,,,,,,,"9040","9999","9999",,,,,,,,"Harvey County",18715
"G2000810","2000","2","4","Kansas","20","Haskell","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haskell County",17349
"G2000830","2000","2","4","Kansas","20","Hodgeman","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hodgeman County",15599
"G2000850","2000","2","4","Kansas","20","Jackson","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",18606
"G2000870","2000","2","4","Kansas","20","Jefferson","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",19373
"G2000890","2000","2","4","Kansas","20","Jewell","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jewell County",16644
"G2000910","2000","2","4","Kansas","20","Johnson","091",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Johnson County",30919
"G2000930","2000","2","4","Kansas","20","Kearny","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kearny County",15708
"G2000950","2000","2","4","Kansas","20","Kingman","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kingman County",18533
"G2000970","2000","2","4","Kansas","20","Kiowa","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kiowa County",17207
"G2000990","2000","2","4","Kansas","20","Labette","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Labette County",15525
"G2001010","2000","2","4","Kansas","20","Lane","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lane County",18606
"G2001030","2000","2","4","Kansas","20","Leavenworth","103",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Leavenworth County",20292
"G2001050","2000","2","4","Kansas","20","Lincoln","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",15788
"G2001070","2000","2","4","Kansas","20","Linn","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Linn County",17009
"G2001090","2000","2","4","Kansas","20","Logan","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Logan County",17294
"G2001110","2000","2","4","Kansas","20","Lyon","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",15724
"G2001130","2000","2","4","Kansas","20","McPherson","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McPherson County",18921
"G2001150","2000","2","4","Kansas","20","Marion","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",16100
"G2001170","2000","2","4","Kansas","20","Marshall","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",17090
"G2001190","2000","2","4","Kansas","20","Meade","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Meade County",16824
"G2001210","2000","2","4","Kansas","20","Miami","121",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Miami County",21408
"G2001230","2000","2","4","Kansas","20","Mitchell","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mitchell County",17653
"G2001250","2000","2","4","Kansas","20","Montgomery","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",16421
"G2001270","2000","2","4","Kansas","20","Morris","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morris County",18491
"G2001290","2000","2","4","Kansas","20","Morton","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morton County",17076
"G2001310","2000","2","4","Kansas","20","Nemaha","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nemaha County",17121
"G2001330","2000","2","4","Kansas","20","Neosho","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Neosho County",16539
"G2001350","2000","2","4","Kansas","20","Ness","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ness County",17787
"G2001370","2000","2","4","Kansas","20","Norton","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Norton County",16835
"G2001390","2000","2","4","Kansas","20","Osage","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osage County",17691
"G2001410","2000","2","4","Kansas","20","Osborne","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osborne County",16236
"G2001430","2000","2","4","Kansas","20","Ottawa","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ottawa County",17663
"G2001450","2000","2","4","Kansas","20","Pawnee","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pawnee County",17584
"G2001470","2000","2","4","Kansas","20","Phillips","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phillips County",17121
"G2001490","2000","2","4","Kansas","20","Pottawatomie","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pottawatomie County",17785
"G2001510","2000","2","4","Kansas","20","Pratt","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pratt County",17906
"G2001530","2000","2","4","Kansas","20","Rawlins","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rawlins County",17161
"G2001550","2000","2","4","Kansas","20","Reno","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reno County",18520
"G2001570","2000","2","4","Kansas","20","Republic","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Republic County",17433
"G2001590","2000","2","4","Kansas","20","Rice","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rice County",16064
"G2001610","2000","2","4","Kansas","20","Riley","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Riley County",16349
"G2001630","2000","2","4","Kansas","20","Rooks","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rooks County",15588
"G2001650","2000","2","4","Kansas","20","Rush","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rush County",18033
"G2001670","2000","2","4","Kansas","20","Russell","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Russell County",17073
"G2001690","2000","2","4","Kansas","20","Saline","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saline County",19073
"G2001710","2000","2","4","Kansas","20","Scott","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",20443
"G2001730","2000","2","4","Kansas","20","Sedgwick","173",,,,,,,,,,,,,"9040","9999","9999",,,,,,,,"Sedgwick County",20907
"G2001750","2000","2","4","Kansas","20","Seward","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Seward County",15059
"G2001770","2000","2","4","Kansas","20","Shawnee","177",,,,,,,,,,,,,"8440","9999","9999",,,,,,,,"Shawnee County",20904
"G2001790","2000","2","4","Kansas","20","Sheridan","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sheridan County",16299
"G2001810","2000","2","4","Kansas","20","Sherman","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sherman County",16761
"G2001830","2000","2","4","Kansas","20","Smith","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Smith County",14983
"G2001850","2000","2","4","Kansas","20","Stafford","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stafford County",16409
"G2001870","2000","2","4","Kansas","20","Stanton","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stanton County",18043
"G2001890","2000","2","4","Kansas","20","Stevens","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stevens County",17814
"G2001910","2000","2","4","Kansas","20","Sumner","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sumner County",18305
"G2001930","2000","2","4","Kansas","20","Thomas","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Thomas County",19028
"G2001950","2000","2","4","Kansas","20","Trego","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Trego County",16239
"G2001970","2000","2","4","Kansas","20","Wabaunsee","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wabaunsee County",17704
"G2001990","2000","2","4","Kansas","20","Wallace","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wallace County",17016
"G2002010","2000","2","4","Kansas","20","Washington","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",15515
"G2002030","2000","2","4","Kansas","20","Wichita","203",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wichita County",16720
"G2002050","2000","2","4","Kansas","20","Wilson","205",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilson County",14910
"G2002070","2000","2","4","Kansas","20","Woodson","207",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Woodson County",14283
"G2002090","2000","2","4","Kansas","20","Wyandotte","209",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Wyandotte County",16005
"G2100010","2000","3","6","Kentucky","21","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adair County",14931
"G2100030","2000","3","6","Kentucky","21","Allen","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allen County",14506
"G2100050","2000","3","6","Kentucky","21","Anderson","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Anderson County",18621
"G2100070","2000","3","6","Kentucky","21","Ballard","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ballard County",19035
"G2100090","2000","3","6","Kentucky","21","Barren","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barren County",16816
"G2100110","2000","3","6","Kentucky","21","Bath","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bath County",15326
"G2100130","2000","3","6","Kentucky","21","Bell","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bell County",11526
"G2100150","2000","3","6","Kentucky","21","Boone","015",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Boone County",23535
"G2100170","2000","3","6","Kentucky","21","Bourbon","017",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Bourbon County",18335
"G2100190","2000","3","6","Kentucky","21","Boyd","019",,,,,,,,,,,,,"3400","9999","9999",,,,,,,,"Boyd County",18212
"G2100210","2000","3","6","Kentucky","21","Boyle","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Boyle County",18288
"G2100230","2000","3","6","Kentucky","21","Bracken","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bracken County",16478
"G2100250","2000","3","6","Kentucky","21","Breathitt","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Breathitt County",11044
"G2100270","2000","3","6","Kentucky","21","Breckinridge","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Breckinridge County",15402
"G2100290","2000","3","6","Kentucky","21","Bullitt","029",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Bullitt County",18339
"G2100310","2000","3","6","Kentucky","21","Butler","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Butler County",14617
"G2100330","2000","3","6","Kentucky","21","Caldwell","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caldwell County",16264
"G2100350","2000","3","6","Kentucky","21","Calloway","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calloway County",16566
"G2100370","2000","3","6","Kentucky","21","Campbell","037",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Campbell County",20637
"G2100390","2000","3","6","Kentucky","21","Carlisle","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carlisle County",16276
"G2100410","2000","3","6","Kentucky","21","Carroll","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",17057
"G2100430","2000","3","6","Kentucky","21","Carter","043",,,,,,,,,,,,,"3400","9999","9999",,,,,,,,"Carter County",13442
"G2100450","2000","3","6","Kentucky","21","Casey","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Casey County",12867
"G2100470","2000","3","6","Kentucky","21","Christian","047",,,,,,,,,,,,,"1660","9999","9999",,,,,,,,"Christian County",14611
"G2100490","2000","3","6","Kentucky","21","Clark","049",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Clark County",19170
"G2100510","2000","3","6","Kentucky","21","Clay","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",9716
"G2100530","2000","3","6","Kentucky","21","Clinton","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clinton County",13286
