GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GI8001,GI8002,GI9001,GI9002,GI9003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Native,Foreign born,Born in state of residence,Born in other state in the United States,Born outside the United States
"G1900970","2000","2","4","Iowa","19","Jackson","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",20147,149,17271,2848,28
"G1900990","2000","2","4","Iowa","19","Jasper","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",36665,548,30689,5884,92
"G1901010","2000","2","4","Iowa","19","Jefferson","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",15541,640,10663,4738,140
"G1901030","2000","2","4","Iowa","19","Johnson","103",,,,,,,,,,,,,"3500","9999","9999",,,,,,,,"Johnson County",103908,7098,69431,33794,683
"G1901050","2000","2","4","Iowa","19","Jones","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jones County",20061,160,16712,3304,45
"G1901070","2000","2","4","Iowa","19","Keokuk","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Keokuk County",11355,45,9977,1371,7
"G1901090","2000","2","4","Iowa","19","Kossuth","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kossuth County",17013,150,13580,3385,48
"G1901110","2000","2","4","Iowa","19","Lee","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",37626,426,27045,10424,157
"G1901130","2000","2","4","Iowa","19","Linn","113",,,,,,,,,,,,,"1360","9999","9999",,,,,,,,"Linn County",186767,4934,143826,42096,845
"G1901150","2000","2","4","Iowa","19","Louisa","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Louisa County",11359,824,9479,1835,45
"G1901170","2000","2","4","Iowa","19","Lucas","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lucas County",9358,64,7649,1661,48
"G1901190","2000","2","4","Iowa","19","Lyon","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",11652,111,7387,4250,15
"G1901210","2000","2","4","Iowa","19","Madison","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",13934,85,11547,2339,48
"G1901230","2000","2","4","Iowa","19","Mahaska","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mahaska County",21985,350,18080,3822,83
"G1901250","2000","2","4","Iowa","19","Marion","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",31520,532,26025,5406,89
"G1901270","2000","2","4","Iowa","19","Marshall","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",36716,2595,29508,7069,139
"G1901290","2000","2","4","Iowa","19","Mills","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mills County",14408,139,8285,6036,87
"G1901310","2000","2","4","Iowa","19","Mitchell","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mitchell County",10815,59,8420,2372,23
"G1901330","2000","2","4","Iowa","19","Monona","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monona County",9976,44,7940,2013,23
"G1901350","2000","2","4","Iowa","19","Monroe","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Monroe County",7968,48,6727,1189,52
"G1901370","2000","2","4","Iowa","19","Montgomery","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",11624,147,8233,3362,29
"G1901390","2000","2","4","Iowa","19","Muscatine","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Muscatine County",39266,2456,30862,8244,160
"G1901410","2000","2","4","Iowa","19","O Brien","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"O'Brien County",14802,300,11969,2796,37
"G1901430","2000","2","4","Iowa","19","Osceola","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osceola County",6920,83,5201,1694,25
"G1901450","2000","2","4","Iowa","19","Page","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Page County",16814,162,11537,5222,55
"G1901470","2000","2","4","Iowa","19","Palo Alto","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Palo Alto County",10055,92,8508,1497,50
"G1901490","2000","2","4","Iowa","19","Plymouth","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Plymouth County",24551,298,20481,4025,45
"G1901510","2000","2","4","Iowa","19","Pocahontas","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pocahontas County",8584,78,7232,1311,41
"G1901530","2000","2","4","Iowa","19","Polk","153",,,,,,,,,,,,,"2120","9999","9999",,,,,,,,"Polk County",352439,22162,266730,83929,1780
"G1901550","2000","2","4","Iowa","19","Pottawattamie","155",,,,,,,,,,,,,"5920","9999","9999",,,,,,,,"Pottawattamie County",85927,1777,52704,32830,393
"G1901570","2000","2","4","Iowa","19","Poweshiek","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Poweshiek County",18417,398,14210,4147,60
"G1901590","2000","2","4","Iowa","19","Ringgold","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ringgold County",5443,26,4105,1321,17
"G1901610","2000","2","4","Iowa","19","Sac","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sac County",11374,155,9721,1634,19
"G1901630","2000","2","4","Iowa","19","Scott","163",,,,,,,,,,,,,"1960","9999","9999",,,,,,,,"Scott County",153812,4856,99329,53600,883
"G1901650","2000","2","4","Iowa","19","Shelby","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shelby County",13090,83,10418,2640,32
"G1901670","2000","2","4","Iowa","19","Sioux","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sioux County",30669,920,23433,7123,113
"G1901690","2000","2","4","Iowa","19","Story","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Story County",74444,5537,52848,21135,461
"G1901710","2000","2","4","Iowa","19","Tama","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tama County",17742,361,15130,2593,19
"G1901730","2000","2","4","Iowa","19","Taylor","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Taylor County",6816,142,4669,2132,15
"G1901750","2000","2","4","Iowa","19","Union","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",12196,113,9905,2256,35
"G1901770","2000","2","4","Iowa","19","Van Buren","177",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Van Buren County",7760,49,6225,1522,13
"G1901790","2000","2","4","Iowa","19","Wapello","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wapello County",35372,679,28992,6302,78
"G1901810","2000","2","4","Iowa","19","Warren","181",,,,,,,,,,,,,"2120","9999","9999",,,,,,,,"Warren County",40211,460,32795,7298,118
"G1901830","2000","2","4","Iowa","19","Washington","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",20360,310,16625,3685,50
"G1901850","2000","2","4","Iowa","19","Wayne","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wayne County",6691,39,5204,1470,17
"G1901870","2000","2","4","Iowa","19","Webster","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Webster County",39439,796,32715,6561,163
"G1901890","2000","2","4","Iowa","19","Winnebago","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winnebago County",11508,215,8084,3394,30
"G1901910","2000","2","4","Iowa","19","Winneshiek","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winneshiek County",20863,447,15661,5121,81
"G1901930","2000","2","4","Iowa","19","Woodbury","193",,,,,,,,,,,,,"7720","9999","9999",,,,,,,,"Woodbury County",96362,7515,71134,24805,423
"G1901950","2000","2","4","Iowa","19","Worth","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Worth County",7824,85,5946,1840,38
"G1901970","2000","2","4","Iowa","19","Wright","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wright County",13911,423,11667,2196,48
"G2000010","2000","2","4","Kansas","20","Allen","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allen County",14254,131,10931,3282,41
"G2000030","2000","2","4","Kansas","20","Anderson","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Anderson County",8063,47,5902,2135,26
"G2000050","2000","2","4","Kansas","20","Atchison","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Atchison County",16662,112,11760,4810,92
"G2000070","2000","2","4","Kansas","20","Barber","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barber County",5283,24,3713,1561,9
"G2000090","2000","2","4","Kansas","20","Barton","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barton County",26959,1246,21335,5513,111
"G2000110","2000","2","4","Kansas","20","Bourbon","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bourbon County",15276,103,10564,4651,61
"G2000130","2000","2","4","Kansas","20","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",10589,135,7493,3039,57
"G2000150","2000","2","4","Kansas","20","Butler","015",,,,,,,,,,,,,"9040","9999","9999",,,,,,,,"Butler County",58693,789,41327,17065,301
"G2000170","2000","2","4","Kansas","20","Chase","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chase County",2997,33,2294,693,10
"G2000190","2000","2","4","Kansas","20","Chautauqua","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chautauqua County",4324,35,2523,1785,16
"G2000210","2000","2","4","Kansas","20","Cherokee","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cherokee County",22417,188,9909,12427,81
"G2000230","2000","2","4","Kansas","20","Cheyenne","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cheyenne County",3087,78,1885,1196,6
"G2000250","2000","2","4","Kansas","20","Clark","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",2322,68,1628,668,26
"G2000270","2000","2","4","Kansas","20","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",8737,85,6662,1967,108
"G2000290","2000","2","4","Kansas","20","Cloud","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cloud County",10126,142,8128,1977,21
"G2000310","2000","2","4","Kansas","20","Coffey","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Coffey County",8795,70,6579,2179,37
"G2000330","2000","2","4","Kansas","20","Comanche","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Comanche County",1946,21,1307,628,11
"G2000350","2000","2","4","Kansas","20","Cowley","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cowley County",35389,902,24931,10298,160
"G2000370","2000","2","4","Kansas","20","Crawford","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Crawford County",37202,1040,25115,11886,201
"G2000390","2000","2","4","Kansas","20","Decatur","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Decatur County",3429,43,2369,1049,11
"G2000410","2000","2","4","Kansas","20","Dickinson","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dickinson County",19023,321,13862,4884,277
"G2000430","2000","2","4","Kansas","20","Doniphan","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Doniphan County",8186,63,3566,4589,31
"G2000450","2000","2","4","Kansas","20","Douglas","045",,,,,,,,,,,,,"4150","9999","9999",,,,,,,,"Douglas County",94794,5168,52992,40767,1035
"G2000470","2000","2","4","Kansas","20","Edwards","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Edwards County",3219,230,2625,587,7
"G2000490","2000","2","4","Kansas","20","Elk","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Elk County",3238,23,2393,835,10
"G2000510","2000","2","4","Kansas","20","Ellis","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ellis County",26864,643,22338,4427,99
"G2000530","2000","2","4","Kansas","20","Ellsworth","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ellsworth County",6438,87,5120,1303,15
"G2000550","2000","2","4","Kansas","20","Finney","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Finney County",31330,9193,21265,9913,152
"G2000570","2000","2","4","Kansas","20","Ford","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ford County",25141,7317,18420,6620,101
"G2000590","2000","2","4","Kansas","20","Franklin","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",24466,318,17387,6975,104
"G2000610","2000","2","4","Kansas","20","Geary","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Geary County",25914,2033,8857,15406,1651
"G2000630","2000","2","4","Kansas","20","Gove","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gove County",3054,14,2502,541,11
"G2000650","2000","2","4","Kansas","20","Graham","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Graham County",2919,27,2313,606,0
"G2000670","2000","2","4","Kansas","20","Grant","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",6939,970,4397,2533,9
"G2000690","2000","2","4","Kansas","20","Gray","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Gray County",5341,563,4262,1046,33
"G2000710","2000","2","4","Kansas","20","Greeley","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greeley County",1403,131,1029,365,9
"G2000730","2000","2","4","Kansas","20","Greenwood","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greenwood County",7593,80,6042,1519,32
"G2000750","2000","2","4","Kansas","20","Hamilton","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hamilton County",2310,360,1495,800,15
"G2000770","2000","2","4","Kansas","20","Harper","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harper County",6508,28,4746,1725,37
"G2000790","2000","2","4","Kansas","20","Harvey","079",,,,,,,,,,,,,"9040","9999","9999",,,,,,,,"Harvey County",31644,1225,23299,8090,255
"G2000810","2000","2","4","Kansas","20","Haskell","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Haskell County",3731,576,2536,1181,14
"G2000830","2000","2","4","Kansas","20","Hodgeman","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hodgeman County",2064,21,1711,342,11
"G2000850","2000","2","4","Kansas","20","Jackson","085",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jackson County",12595,62,9804,2746,45
"G2000870","2000","2","4","Kansas","20","Jefferson","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",18317,109,13877,4386,54
"G2000890","2000","2","4","Kansas","20","Jewell","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jewell County",3758,33,2456,1292,10
"G2000910","2000","2","4","Kansas","20","Johnson","091",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Johnson County",425555,25531,157087,264860,3608
"G2000930","2000","2","4","Kansas","20","Kearny","093",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kearny County",3957,574,2664,1271,22
"G2000950","2000","2","4","Kansas","20","Kingman","095",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kingman County",8643,30,6954,1641,48
"G2000970","2000","2","4","Kansas","20","Kiowa","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kiowa County",3217,61,2405,801,11
"G2000990","2000","2","4","Kansas","20","Labette","099",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Labette County",22609,226,16168,6362,79
"G2001010","2000","2","4","Kansas","20","Lane","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lane County",2144,11,1789,346,9
"G2001030","2000","2","4","Kansas","20","Leavenworth","103",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Leavenworth County",66861,1830,33779,31474,1608
"G2001050","2000","2","4","Kansas","20","Lincoln","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",3559,19,2833,715,11
"G2001070","2000","2","4","Kansas","20","Linn","107",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Linn County",9544,26,6007,3500,37
"G2001090","2000","2","4","Kansas","20","Logan","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Logan County",3028,18,2408,611,9
"G2001110","2000","2","4","Kansas","20","Lyon","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lyon County",32688,3247,24195,8339,154
"G2001130","2000","2","4","Kansas","20","McPherson","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McPherson County",29388,166,22084,7133,171
"G2001150","2000","2","4","Kansas","20","Marion","115",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",13210,151,10223,2931,56
"G2001170","2000","2","4","Kansas","20","Marshall","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marshall County",10843,122,8300,2466,77
"G2001190","2000","2","4","Kansas","20","Meade","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Meade County",4220,411,3009,1179,32
"G2001210","2000","2","4","Kansas","20","Miami","121",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Miami County",28189,162,16724,11361,104
"G2001230","2000","2","4","Kansas","20","Mitchell","123",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mitchell County",6908,24,5643,1247,18
"G2001250","2000","2","4","Kansas","20","Montgomery","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",35777,475,23075,12564,138
"G2001270","2000","2","4","Kansas","20","Morris","127",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morris County",6014,90,4609,1359,46
"G2001290","2000","2","4","Kansas","20","Morton","129",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Morton County",3165,331,1819,1329,17
"G2001310","2000","2","4","Kansas","20","Nemaha","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nemaha County",10671,46,8563,2080,28
"G2001330","2000","2","4","Kansas","20","Neosho","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Neosho County",16883,114,12938,3872,73
"G2001350","2000","2","4","Kansas","20","Ness","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ness County",3424,30,2894,526,4
"G2001370","2000","2","4","Kansas","20","Norton","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Norton County",5919,34,4046,1863,10
"G2001390","2000","2","4","Kansas","20","Osage","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osage County",16611,101,12904,3647,60
"G2001410","2000","2","4","Kansas","20","Osborne","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Osborne County",4422,30,3641,758,23
"G2001430","2000","2","4","Kansas","20","Ottawa","143",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ottawa County",6118,45,5007,1079,32
"G2001450","2000","2","4","Kansas","20","Pawnee","145",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pawnee County",7132,101,5666,1430,36
"G2001470","2000","2","4","Kansas","20","Phillips","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Phillips County",5978,23,4480,1487,11
"G2001490","2000","2","4","Kansas","20","Pottawatomie","149",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pottawatomie County",18026,183,12907,4930,189
"G2001510","2000","2","4","Kansas","20","Pratt","151",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pratt County",9530,117,7200,2286,44
"G2001530","2000","2","4","Kansas","20","Rawlins","153",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rawlins County",2955,11,2094,853,8
"G2001550","2000","2","4","Kansas","20","Reno","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Reno County",63522,1268,48165,15045,312
"G2001570","2000","2","4","Kansas","20","Republic","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Republic County",5789,46,4481,1267,41
"G2001590","2000","2","4","Kansas","20","Rice","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rice County",10521,240,8055,2418,48
"G2001610","2000","2","4","Kansas","20","Riley","161",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Riley County",58989,3854,31539,25750,1700
"G2001630","2000","2","4","Kansas","20","Rooks","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rooks County",5671,14,4526,1134,11
"G2001650","2000","2","4","Kansas","20","Rush","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rush County",3534,17,2918,606,10
"G2001670","2000","2","4","Kansas","20","Russell","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Russell County",7321,49,5802,1502,17
"G2001690","2000","2","4","Kansas","20","Saline","169",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saline County",51436,2161,38170,12891,375
"G2001710","2000","2","4","Kansas","20","Scott","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Scott County",4987,133,3633,1334,20
"G2001730","2000","2","4","Kansas","20","Sedgwick","173",,,,,,,,,,,,,"9040","9999","9999",,,,,,,,"Sedgwick County",422798,30071,277946,140942,3910
"G2001750","2000","2","4","Kansas","20","Seward","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Seward County",16340,6170,8967,7273,100
"G2001770","2000","2","4","Kansas","20","Shawnee","177",,,,,,,,,,,,,"8440","9999","9999",,,,,,,,"Shawnee County",165317,4554,118414,45722,1181
"G2001790","2000","2","4","Kansas","20","Sheridan","179",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sheridan County",2801,12,2445,343,13
"G2001810","2000","2","4","Kansas","20","Sherman","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sherman County",6641,119,4018,2585,38
"G2001830","2000","2","4","Kansas","20","Smith","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Smith County",4507,29,3568,920,19
"G2001850","2000","2","4","Kansas","20","Stafford","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stafford County",4615,174,3674,921,20
"G2001870","2000","2","4","Kansas","20","Stanton","187",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stanton County",2101,305,1387,709,5
"G2001890","2000","2","4","Kansas","20","Stevens","189",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stevens County",4806,657,3294,1494,18
"G2001910","2000","2","4","Kansas","20","Sumner","191",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sumner County",25728,218,19049,6612,67
"G2001930","2000","2","4","Kansas","20","Thomas","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Thomas County",8147,33,6080,2018,49
"G2001950","2000","2","4","Kansas","20","Trego","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Trego County",3301,18,2795,504,2
"G2001970","2000","2","4","Kansas","20","Wabaunsee","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wabaunsee County",6834,51,5533,1277,24
"G2001990","2000","2","4","Kansas","20","Wallace","199",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wallace County",1710,39,1202,506,2
"G2002010","2000","2","4","Kansas","20","Washington","201",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Washington County",6451,32,4897,1537,17
"G2002030","2000","2","4","Kansas","20","Wichita","203",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wichita County",2328,203,1762,554,12
"G2002050","2000","2","4","Kansas","20","Wilson","205",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wilson County",10275,57,7695,2521,59
"G2002070","2000","2","4","Kansas","20","Woodson","207",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Woodson County",3758,30,3011,726,21
"G2002090","2000","2","4","Kansas","20","Wyandotte","209",,,,,,,,,,,,,"3760","9999","9999",,,,,,,,"Wyandotte County",142928,14954,87484,54592,852
"G2100010","2000","3","6","Kentucky","21","Adair","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adair County",17142,102,13955,3135,52
"G2100030","2000","3","6","Kentucky","21","Allen","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allen County",17665,135,12919,4713,33
"G2100050","2000","3","6","Kentucky","21","Anderson","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Anderson County",18947,164,15591,3307,49
"G2100070","2000","3","6","Kentucky","21","Ballard","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ballard County",8216,70,5146,3049,21
"G2100090","2000","3","6","Kentucky","21","Barren","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barren County",37595,438,31097,6431,67
"G2100110","2000","3","6","Kentucky","21","Bath","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bath County",11009,76,9560,1439,10
"G2100130","2000","3","6","Kentucky","21","Bell","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bell County",29863,197,24252,5596,15
"G2100150","2000","3","6","Kentucky","21","Boone","015",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Boone County",83407,2584,49515,33365,527
"G2100170","2000","3","6","Kentucky","21","Bourbon","017",,,,,,,,,,,,,"4280","9999","9999",,,,,,,,"Bourbon County",18976,384,16057,2820,99
"G2100190","2000","3","6","Kentucky","21","Boyd","019",,,,,,,,,,,,,"3400","9999","9999",,,,,,,,"Boyd County",49180,572,34031,14894,255
"G2100210","2000","3","6","Kentucky","21","Boyle","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Boyle County",27189,508,20710,6409,70
"G2100230","2000","3","6","Kentucky","21","Bracken","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bracken County",8258,21,6843,1389,26
"G2100250","2000","3","6","Kentucky","21","Breathitt","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Breathitt County",16035,65,13954,2067,14
"G2100270","2000","3","6","Kentucky","21","Breckinridge","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Breckinridge County",18548,100,15417,2974,157
"G2100290","2000","3","6","Kentucky","21","Bullitt","029",,,,,,,,,,,,,"4520","9999","9999",,,,,,,,"Bullitt County",60863,373,51421,9145,297
"G2100310","2000","3","6","Kentucky","21","Butler","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Butler County",12780,230,10990,1749,41
"G2100330","2000","3","6","Kentucky","21","Caldwell","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caldwell County",13001,59,10916,2052,33
"G2100350","2000","3","6","Kentucky","21","Calloway","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calloway County",33259,918,20812,12301,146
"G2100370","2000","3","6","Kentucky","21","Campbell","037",,,,,,,,,,,,,"1642","1640","9999",,,,,,,,"Campbell County",87393,1223,59922,27035,436
