GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GI8001,GI8002,GI9001,GI9002,GI9003
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,Census Tract Code,Tribal Census Tract Code,Block Group Code,Tribal Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,Tribal Subdivision Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Primary Metropolitan Statistical Area Code,New England County Metropolitan Area Code,Urban Area Code,Urban/Rural Code,Congressional District (106th) Code,Congressional District (108th) Code,Congressional District (109th) Code,3-Digit Zip Code Tabulation Area Code,5-Digit Zip Code Tabulation Area Code,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Native,Foreign born,Born in state of residence,Born in other state in the United States,Born outside the United States
"G5100030","2000","3","5","Virginia","51","Albemarle","003",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Albemarle County",73483,5753,39195,33535,753
"G5100050","2000","3","5","Virginia","51","Alleghany","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Alleghany County",12814,112,10074,2690,50
"G5100070","2000","3","5","Virginia","51","Amelia","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Amelia County",11320,80,9214,2067,39
"G5100090","2000","3","5","Virginia","51","Amherst","009",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Amherst County",31506,388,25479,5859,168
"G5100110","2000","3","5","Virginia","51","Appomattox","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Appomattox County",13517,188,10994,2480,43
"G5100130","2000","3","5","Virginia","51","Arlington","013",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Arlington County",136760,52693,30443,102424,3893
"G5100150","2000","3","5","Virginia","51","Augusta","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Augusta County",64690,925,47957,16462,271
"G5100170","2000","3","5","Virginia","51","Bath","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bath County",4832,216,3808,968,56
"G5100190","2000","3","5","Virginia","51","Bedford","019",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Bedford County",59273,1098,41708,17298,267
"G5100210","2000","3","5","Virginia","51","Bland","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bland County",6815,56,3361,3445,9
"G5100230","2000","3","5","Virginia","51","Botetourt","023",,,,,,,,,,,,,"6800","9999","9999",,,,,,,,"Botetourt County",30207,289,22441,7644,122
"G5100250","2000","3","5","Virginia","51","Brunswick","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brunswick County",18289,130,13668,4578,43
"G5100270","2000","3","5","Virginia","51","Buchanan","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Buchanan County",26901,77,22178,4690,33
"G5100290","2000","3","5","Virginia","51","Buckingham","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Buckingham County",15505,118,11917,3584,4
"G5100310","2000","3","5","Virginia","51","Campbell","031",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Campbell County",50491,587,40229,10016,246
"G5100330","2000","3","5","Virginia","51","Caroline","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Caroline County",21739,382,15965,5646,128
"G5100350","2000","3","5","Virginia","51","Carroll","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Carroll County",28990,255,20606,8334,50
"G5100360","2000","3","5","Virginia","51","Charles City","036",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Charles City County",6839,87,5742,1025,72
"G5100370","2000","3","5","Virginia","51","Charlotte","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Charlotte County",12372,100,9751,2552,69
"G5100410","2000","3","5","Virginia","51","Chesterfield","041",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Chesterfield County",246380,13523,147772,95304,3304
"G5100430","2000","3","5","Virginia","51","Clarke","043",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Clarke County",12340,312,7307,4949,84
"G5100450","2000","3","5","Virginia","51","Craig","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Craig County",5075,16,3949,1112,14
"G5100470","2000","3","5","Virginia","51","Culpeper","047",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Culpeper County",33069,1193,22257,10566,246
"G5100490","2000","3","5","Virginia","51","Cumberland","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cumberland County",8899,118,6842,1973,84
"G5100510","2000","3","5","Virginia","51","Dickenson","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dickenson County",16364,31,14009,2334,21
"G5100530","2000","3","5","Virginia","51","Dinwiddie","053",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Dinwiddie County",24194,339,19324,4635,235
"G5100570","2000","3","5","Virginia","51","Essex","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Essex County",9849,140,7972,1857,20
"G5100590","2000","3","5","Virginia","51","Fairfax","059",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Fairfax County",732072,237677,229470,480152,22450
"G5100610","2000","3","5","Virginia","51","Fauquier","061",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Fauquier County",53157,1982,29469,22777,911
"G5100630","2000","3","5","Virginia","51","Floyd","063",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Floyd County",13663,211,10268,3360,35
"G5100650","2000","3","5","Virginia","51","Fluvanna","065",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Fluvanna County",19578,469,12076,7381,121
"G5100670","2000","3","5","Virginia","51","Franklin","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin County",46647,639,35497,10933,217
"G5100690","2000","3","5","Virginia","51","Frederick","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Frederick County",57803,1406,34495,22822,486
"G5100710","2000","3","5","Virginia","51","Giles","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Giles County",16532,125,12169,4293,70
"G5100730","2000","3","5","Virginia","51","Gloucester","073",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Gloucester County",34127,653,20961,12615,551
"G5100750","2000","3","5","Virginia","51","Goochland","075",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Goochland County",16532,331,11616,4865,51
"G5100770","2000","3","5","Virginia","51","Grayson","077",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grayson County",17705,212,12207,5464,34
"G5100790","2000","3","5","Virginia","51","Greene","079",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Greene County",14994,250,10291,4609,94
"G5100810","2000","3","5","Virginia","51","Greensville","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greensville County",11529,31,7723,3774,32
"G5100830","2000","3","5","Virginia","51","Halifax","083",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Halifax County",36967,388,30917,5910,140
"G5100850","2000","3","5","Virginia","51","Hanover","085",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Hanover County",84793,1527,59364,24777,652
"G5100870","2000","3","5","Virginia","51","Henrico","087",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Henrico County",244835,17465,159231,83055,2549
"G5100890","2000","3","5","Virginia","51","Henry","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Henry County",56342,1588,44036,12202,104
"G5100910","2000","3","5","Virginia","51","Highland","091",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Highland County",2527,9,1844,670,13
"G5100930","2000","3","5","Virginia","51","Isle Of Wight","093",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Isle of Wight County",29393,335,20757,8394,242
"G5100950","2000","3","5","Virginia","51","James City","095",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"James City County",46109,1993,21065,24222,822
"G5100970","2000","3","5","Virginia","51","King And Queen","097",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"King and Queen County",6572,58,5534,1015,23
"G5100990","2000","3","5","Virginia","51","King George","099",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"King George County",16578,225,8952,7410,216
"G5101010","2000","3","5","Virginia","51","King William","101",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"King William County",12984,162,10509,2392,83
"G5101030","2000","3","5","Virginia","51","Lancaster","103",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lancaster County",11366,201,7398,3895,73
"G5101050","2000","3","5","Virginia","51","Lee","105",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",23481,108,15347,8077,57
"G5101070","2000","3","5","Virginia","51","Loudoun","107",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Loudoun County",150483,19116,57304,89763,3416
"G5101090","2000","3","5","Virginia","51","Louisa","109",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Louisa County",25297,330,18418,6734,145
"G5101110","2000","3","5","Virginia","51","Lunenburg","111",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lunenburg County",12983,163,10023,2860,100
"G5101130","2000","3","5","Virginia","51","Madison","113",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Madison County",12241,279,8734,3417,90
"G5101150","2000","3","5","Virginia","51","Mathews","115",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Mathews County",9009,198,6389,2567,53
"G5101170","2000","3","5","Virginia","51","Mecklenburg","117",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mecklenburg County",31856,524,23634,8089,133
"G5101190","2000","3","5","Virginia","51","Middlesex","119",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Middlesex County",9724,208,7096,2530,98
"G5101210","2000","3","5","Virginia","51","Montgomery","121",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Montgomery County",78816,4813,47997,29779,1040
"G5101250","2000","3","5","Virginia","51","Nelson","125",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nelson County",14174,271,10795,3284,95
"G5101270","2000","3","5","Virginia","51","New Kent","127",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"New Kent County",13347,115,10061,3226,60
"G5101310","2000","3","5","Virginia","51","Northampton","131",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Northampton County",12646,447,9324,3254,68
"G5101330","2000","3","5","Virginia","51","Northumberland","133",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Northumberland County",12065,194,8305,3686,74
"G5101350","2000","3","5","Virginia","51","Nottoway","135",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Nottoway County",15499,226,12398,3002,99
"G5101370","2000","3","5","Virginia","51","Orange","137",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Orange County",25401,480,16145,9024,232
"G5101390","2000","3","5","Virginia","51","Page","139",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Page County",22825,352,18445,4285,95
"G5101410","2000","3","5","Virginia","51","Patrick","141",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Patrick County",19125,282,13344,5753,28
"G5101430","2000","3","5","Virginia","51","Pittsylvania","143",,,,,,,,,,,,,"1950","9999","9999",,,,,,,,"Pittsylvania County",61110,635,50885,9995,230
"G5101450","2000","3","5","Virginia","51","Powhatan","145",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Powhatan County",22051,326,16339,5539,173
"G5101470","2000","3","5","Virginia","51","Prince Edward","147",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Prince Edward County",19449,271,14560,4765,124
"G5101490","2000","3","5","Virginia","51","Prince George","149",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Prince George County",31544,1503,17079,13307,1158
"G5101530","2000","3","5","Virginia","51","Prince William","153",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Prince William County",248627,32186,97784,142947,7896
"G5101550","2000","3","5","Virginia","51","Pulaski","155",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pulaski County",34911,216,27749,7039,123
"G5101570","2000","3","5","Virginia","51","Rappahannock","157",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rappahannock County",6760,223,4556,2153,51
"G5101590","2000","3","5","Virginia","51","Richmond","159",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Richmond County",8644,165,6777,1817,50
"G5101610","2000","3","5","Virginia","51","Roanoke","161",,,,,,,,,,,,,"6800","9999","9999",,,,,,,,"Roanoke County",83147,2631,55703,26745,699
"G5101630","2000","3","5","Virginia","51","Rockbridge","163",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rockbridge County",20392,416,15289,5013,90
"G5101650","2000","3","5","Virginia","51","Rockingham","165",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Rockingham County",65502,2223,49690,15439,373
"G5101670","2000","3","5","Virginia","51","Russell","167",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Russell County",30196,112,25133,5002,61
"G5101690","2000","3","5","Virginia","51","Scott","169",,,,,,,,,,,,,"3660","9999","9999",,,,,,,,"Scott County",23332,71,10478,12808,46
"G5101710","2000","3","5","Virginia","51","Shenandoah","171",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Shenandoah County",33995,1080,23491,10229,275
"G5101730","2000","3","5","Virginia","51","Smyth","173",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Smyth County",32922,159,26371,6450,101
"G5101750","2000","3","5","Virginia","51","Southampton","175",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Southampton County",17431,51,13507,3883,41
"G5101770","2000","3","5","Virginia","51","Spotsylvania","177",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Spotsylvania County",87478,2917,45703,40413,1362
"G5101790","2000","3","5","Virginia","51","Stafford","179",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Stafford County",88733,3713,38757,47734,2242
"G5101810","2000","3","5","Virginia","51","Surry","181",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Surry County",6796,33,5549,1208,39
"G5101830","2000","3","5","Virginia","51","Sussex","183",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Sussex County",12385,119,10349,2006,30
"G5101850","2000","3","5","Virginia","51","Tazewell","185",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Tazewell County",44167,431,28425,15655,87
"G5101870","2000","3","5","Virginia","51","Warren","187",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Warren County",30907,677,20000,10564,343
"G5101910","2000","3","5","Virginia","51","Washington","191",,,,,,,,,,,,,"3660","9999","9999",,,,,,,,"Washington County",50633,470,34231,16286,116
"G5101930","2000","3","5","Virginia","51","Westmoreland","193",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Westmoreland County",16206,512,10945,5211,50
"G5101950","2000","3","5","Virginia","51","Wise","195",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wise County",39940,183,31417,8455,68
"G5101970","2000","3","5","Virginia","51","Wythe","197",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wythe County",27459,140,21462,5933,64
"G5101990","2000","3","5","Virginia","51","York","199",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"York County",53366,2931,22227,29043,2096
"G5105100","2000","3","5","Virginia","51","Alexandria City","510",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Alexandria city",95683,32600,27840,65288,2555
"G5105150","2000","3","5","Virginia","51","Bedford City","515",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Bedford city",6201,98,4629,1556,16
"G5105200","2000","3","5","Virginia","51","Bristol City","520",,,,,,,,,,,,,"3660","9999","9999",,,,,,,,"Bristol city",17116,251,8264,8783,69
"G5105300","2000","3","5","Virginia","51","Buena Vista City","530",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Buena Vista city",6316,33,5233,1016,67
"G5105400","2000","3","5","Virginia","51","Charlottesville City","540",,,,,,,,,,,,,"1540","9999","9999",,,,,,,,"Charlottesville city",41942,3107,24121,16983,838
"G5105500","2000","3","5","Virginia","51","Chesapeake City","550",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Chesapeake city",193213,5971,109334,80524,3355
"G5105600","2000","3","5","Virginia","51","Clifton Forge City","560",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clifton Forge city",4278,11,3381,878,19
"G5105700","2000","3","5","Virginia","51","Colonial Heights City","570",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Colonial Heights city",16061,836,10749,5073,239
"G5105800","2000","3","5","Virginia","51","Covington City","580",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Covington city",6155,148,4947,1197,11
"G5105900","2000","3","5","Virginia","51","Danville City","590",,,,,,,,,,,,,"1950","9999","9999",,,,,,,,"Danville city",47711,700,37262,10222,227
"G5105950","2000","3","5","Virginia","51","Emporia City","595",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Emporia city",5482,183,4230,1239,13
"G5106000","2000","3","5","Virginia","51","Fairfax City","600",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Fairfax city",16047,5451,5565,9940,542
"G5106100","2000","3","5","Virginia","51","Falls Church City","610",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Falls Church city",8710,1667,2141,6178,391
"G5106200","2000","3","5","Virginia","51","Franklin City","620",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Franklin city",8284,62,6279,1969,36
"G5106300","2000","3","5","Virginia","51","Fredericksburg City","630",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Fredericksburg city",18282,997,10104,7993,185
"G5106400","2000","3","5","Virginia","51","Galax City","640",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Galax city",6249,588,4718,1522,9
"G5106500","2000","3","5","Virginia","51","Hampton City","650",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Hampton city",140659,5778,68741,68470,3448
"G5106600","2000","3","5","Virginia","51","Harrisonburg City","660",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Harrisonburg city",36735,3733,20596,15315,824
"G5106700","2000","3","5","Virginia","51","Hopewell City","670",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Hopewell city",21919,435,14447,7033,439
"G5106780","2000","3","5","Virginia","51","Lexington City","678",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lexington city",6593,274,2834,3679,80
"G5106800","2000","3","5","Virginia","51","Lynchburg City","680",,,,,,,,,,,,,"4640","9999","9999",,,,,,,,"Lynchburg city",63196,2073,43665,19057,474
"G5106830","2000","3","5","Virginia","51","Manassas City","683",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Manassas city",30162,4973,14119,15291,752
"G5106850","2000","3","5","Virginia","51","Manassas Park City","685",,,,,,,,,,,,,"8872","8840","9999",,,,,,,,"Manassas Park city",8747,1543,4690,3863,194
"G5106900","2000","3","5","Virginia","51","Martinsville City","690",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Martinsville city",15004,412,11025,3909,70
"G5107000","2000","3","5","Virginia","51","Newport News City","700",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Newport News city",171540,8610,86678,79927,4935
"G5107100","2000","3","5","Virginia","51","Norfolk City","710",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Norfolk city",222769,11634,114557,104090,4122
"G5107200","2000","3","5","Virginia","51","Norton City","720",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Norton city",3861,43,2965,882,14
"G5107300","2000","3","5","Virginia","51","Petersburg City","730",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Petersburg city",32971,769,24805,7692,474
"G5107350","2000","3","5","Virginia","51","Poquoson City","735",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Poquoson city",11226,340,6610,4292,324
"G5107400","2000","3","5","Virginia","51","Portsmouth City","740",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Portsmouth city",98970,1595,64480,33529,961
"G5107500","2000","3","5","Virginia","51","Radford City","750",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Radford city",15460,399,9829,5473,158
"G5107600","2000","3","5","Virginia","51","Richmond City","760",,,,,,,,,,,,,"6760","9999","9999",,,,,,,,"Richmond city",190147,7643,132899,55372,1876
"G5107700","2000","3","5","Virginia","51","Roanoke City","770",,,,,,,,,,,,,"6800","9999","9999",,,,,,,,"Roanoke city",92007,2904,66643,24620,744
"G5107750","2000","3","5","Virginia","51","Salem City","775",,,,,,,,,,,,,"6800","9999","9999",,,,,,,,"Salem city",24224,523,16804,7281,139
"G5107900","2000","3","5","Virginia","51","Staunton City","790",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Staunton city",23379,474,16634,6555,190
"G5108000","2000","3","5","Virginia","51","Suffolk City","800",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Suffolk city",62497,1180,42429,19418,650
"G5108100","2000","3","5","Virginia","51","Virginia Beach City","810",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Virginia Beach city",396981,28276,160369,225512,11100
"G5108200","2000","3","5","Virginia","51","Waynesboro City","820",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Waynesboro city",19049,471,13802,5107,140
"G5108300","2000","3","5","Virginia","51","Williamsburg City","830",,,,,,,,,,,,,"5720","9999","9999",,,,,,,,"Williamsburg city",11376,622,4502,6635,239
"G5108400","2000","3","5","Virginia","51","Winchester City","840",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Winchester city",21981,1604,12574,9098,309
"G5300010","2000","4","9","Washington","53","Adams","001",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Adams County",12664,3764,8199,4365,100
"G5300030","2000","4","9","Washington","53","Asotin","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Asotin County",20177,374,5081,15002,94
"G5300050","2000","4","9","Washington","53","Benton","005",,,,,,,,,,,,,"6740","9999","9999",,,,,,,,"Benton County",130424,12051,67615,61741,1068
"G5300070","2000","4","9","Washington","53","Chelan","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chelan County",58008,8608,36267,21274,467
"G5300090","2000","4","9","Washington","53","Clallam","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clallam County",61648,2877,32530,28581,537
"G5300110","2000","4","9","Washington","53","Clark","011",,,,,,,,,,,,,"6442","6440","9999",,,,,,,,"Clark County",315881,29357,110153,202218,3510
"G5300130","2000","4","9","Washington","53","Columbia","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Columbia County",3935,129,2393,1514,28
"G5300150","2000","4","9","Washington","53","Cowlitz","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Cowlitz County",89496,3452,50139,38827,530
"G5300170","2000","4","9","Washington","53","Douglas","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Douglas County",28201,4402,18367,9641,193
"G5300190","2000","4","9","Washington","53","Ferry","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Ferry County",7079,181,4283,2730,66
"G5300210","2000","4","9","Washington","53","Franklin","021",,,,,,,,,,,,,"6740","9999","9999",,,,,,,,"Franklin County",36916,12431,21993,14596,327
"G5300230","2000","4","9","Washington","53","Garfield","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Garfield County",2374,23,1300,1060,14
"G5300250","2000","4","9","Washington","53","Grant","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grant County",61895,12803,37426,23998,471
"G5300270","2000","4","9","Washington","53","Grays Harbor","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Grays Harbor County",64396,2798,42669,21190,537
"G5300290","2000","4","9","Washington","53","Island","029",,,,,,,,,,,,,"7602","7600","9999",,,,,,,,"Island County",66945,4613,25449,39723,1773
"G5300310","2000","4","9","Washington","53","Jefferson","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jefferson County",24913,1040,11464,13172,277
"G5300330","2000","4","9","Washington","53","King","033",,,,,,,,,,,,,"7602","7600","9999",,,,,,,,"King County",1468749,268285,745973,698171,24605
"G5300350","2000","4","9","Washington","53","Kitsap","035",,,,,,,,,,,,,"7602","1150","9999",,,,,,,,"Kitsap County",218789,13180,95989,117516,5284
"G5300370","2000","4","9","Washington","53","Kittitas","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kittitas County",31582,1780,20048,11228,306
"G5300390","2000","4","9","Washington","53","Klickitat","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Klickitat County",18003,1158,7662,10230,111
"G5300410","2000","4","9","Washington","53","Lewis","041",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lewis County",65801,2799,39543,25666,592
"G5300430","2000","4","9","Washington","53","Lincoln","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lincoln County",10061,123,6528,3437,96
"G5300450","2000","4","9","Washington","53","Mason","045",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Mason County",47230,2175,26564,20025,641
"G5300470","2000","4","9","Washington","53","Okanogan","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Okanogan County",35520,4044,23078,12146,296
"G5300490","2000","4","9","Washington","53","Pacific","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pacific County",19726,1258,9895,9653,178
"G5300510","2000","4","9","Washington","53","Pend Oreille","051",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Pend Oreille County",11493,239,5836,5577,80
"G5300530","2000","4","9","Washington","53","Pierce","053",,,,,,,,,,,,,"7602","8200","9999",,,,,,,,"Pierce County",644295,56525,341574,285160,17561
"G5300550","2000","4","9","Washington","53","San Juan","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"San Juan County",13240,837,4932,8190,118
"G5300570","2000","4","9","Washington","53","Skagit","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Skagit County",93886,9093,55728,36989,1169
"G5300590","2000","4","9","Washington","53","Skamania","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Skamania County",9525,347,3739,5678,108
"G5300610","2000","4","9","Washington","53","Snohomish","061",,,,,,,,,,,,,"7602","7600","9999",,,,,,,,"Snohomish County",547010,59014,318605,221399,7006
"G5300630","2000","4","9","Washington","53","Spokane","063",,,,,,,,,,,,,"7840","9999","9999",,,,,,,,"Spokane County",399228,18711,219791,174393,5044
"G5300650","2000","4","9","Washington","53","Stevens","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Stevens County",39112,954,22695,16124,293
"G5300670","2000","4","9","Washington","53","Thurston","067",,,,,,,,,,,,,"7602","5910","9999",,,,,,,,"Thurston County",194617,12738,98718,90837,5062
"G5300690","2000","4","9","Washington","53","Wahkiakum","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Wahkiakum County",3774,50,1987,1771,16
"G5300710","2000","4","9","Washington","53","Walla Walla","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Walla Walla County",49974,5206,26327,23006,641
"G5300730","2000","4","9","Washington","53","Whatcom","073",,,,,,,,,,,,,"0860","9999","9999",,,,,,,,"Whatcom County",150472,16342,86223,61640,2609
"G5300750","2000","4","9","Washington","53","Whitman","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Whitman County",37619,3121,21174,15879,566
