"GEO_ID","NAME","B05002_001E","B05002_001M","B05002_002E","B05002_002M","B05002_003E","B05002_003M","B05002_004E","B05002_004M","B05002_005E","B05002_005M","B05002_006E","B05002_006M","B05002_007E","B05002_007M","B05002_008E","B05002_008M","B05002_009E","B05002_009M","B05002_010E","B05002_010M","B05002_011E","B05002_011M","B05002_012E","B05002_012M","B05002_013E","B05002_013M","B05002_014E","B05002_014M","B05002_015E","B05002_015M","B05002_016E","B05002_016M","B05002_017E","B05002_017M","B05002_018E","B05002_018M","B05002_019E","B05002_019M","B05002_020E","B05002_020M","B05002_021E","B05002_021M","B05002_022E","B05002_022M","B05002_023E","B05002_023M","B05002_024E","B05002_024M","B05002_025E","B05002_025M","B05002_026E","B05002_026M","B05002_027E","B05002_027M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Estimate!!Total!!Native!!Born in state of residence","Margin of Error!!Total!!Native!!Born in state of residence","Estimate!!Total!!Native!!Born in other state in the United States","Margin of Error!!Total!!Native!!Born in other state in the United States","Estimate!!Total!!Native!!Born in other state in the United States!!Northeast","Margin of Error!!Total!!Native!!Born in other state in the United States!!Northeast","Estimate!!Total!!Native!!Born in other state in the United States!!Midwest","Margin of Error!!Total!!Native!!Born in other state in the United States!!Midwest","Estimate!!Total!!Native!!Born in other state in the United States!!South","Margin of Error!!Total!!Native!!Born in other state in the United States!!South","Estimate!!Total!!Native!!Born in other state in the United States!!West","Margin of Error!!Total!!Native!!Born in other state in the United States!!West","Estimate!!Total!!Native!!Born outside the United States","Margin of Error!!Total!!Native!!Born outside the United States","Estimate!!Total!!Native!!Born outside the United States!!Puerto Rico","Margin of Error!!Total!!Native!!Born outside the United States!!Puerto Rico","Estimate!!Total!!Native!!Born outside the United States!!U.S. Island Areas","Margin of Error!!Total!!Native!!Born outside the United States!!U.S. Island Areas","Estimate!!Total!!Native!!Born outside the United States!!Born abroad of American parent(s)","Margin of Error!!Total!!Native!!Born outside the United States!!Born abroad of American parent(s)","Estimate!!Total!!Foreign born","Margin of Error!!Total!!Foreign born","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen!!Europe","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen!!Europe","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen!!Asia","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen!!Asia","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen!!Africa","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen!!Africa","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen!!Oceania","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen!!Oceania","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen!!Latin America","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen!!Latin America","Estimate!!Total!!Foreign born!!Naturalized U.S. citizen!!Northern America","Margin of Error!!Total!!Foreign born!!Naturalized U.S. citizen!!Northern America","Estimate!!Total!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Foreign born!!Not a U.S. citizen!!Europe","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen!!Europe","Estimate!!Total!!Foreign born!!Not a U.S. citizen!!Asia","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen!!Asia","Estimate!!Total!!Foreign born!!Not a U.S. citizen!!Africa","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen!!Africa","Estimate!!Total!!Foreign born!!Not a U.S. citizen!!Oceania","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen!!Oceania","Estimate!!Total!!Foreign born!!Not a U.S. citizen!!Latin America","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen!!Latin America","Estimate!!Total!!Foreign born!!Not a U.S. citizen!!Northern America","Margin of Error!!Total!!Foreign born!!Not a U.S. citizen!!Northern America"
"0100000US","United States","322903030","*****","279363531","131204","188455931","71405","85879278","110022","20365355","39979","23018264","45195","26666230","45716","15829429","36816","5028322","21829","1764285","13205","208910","3822","3055127","15840","43539499","131250","21250009","34139","3099844","14511","7832276","17884","1178610","11215","103023","2584","8647034","27929","388983","4340","22289490","137142","1678326","11866","5566244","33927","972799","11383","154318","3618","13485959","101832","431411","6339"
"0500000US17031","Cook County, Illinois","5223719","*****","4124060","7906","3217517","8749","824977","7615","125552","3015","308063","4758","292850","3974","98512","2162","81566","2274","35921","1254","879","250","44766","1971","1099659","7906","550515","5516","161614","3316","178920","2911","21538","1582","612","158","184152","3050","3679","372","549144","7295","84405","2507","130848","3325","17848","1431","1469","279","309424","4696","5150","520"
